,Athlete,Athlete_Country,Rank,Event_Name,Discipline,Category
17132, Ahmadreza SOLGI ,IRI,9,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17133, Anton PONOMAREV ,RUS,10,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17134, Jan JELIGA ,CZE,11,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17135, Kevin HEINIGER ,SUI,12,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17136, Stefano GHISOLFI ,ITA,13,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17137, Laurent THEVENOT ,FRA,14,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17138, Sergej EPIH ,SLO,15,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17139, Franz KRAKENBERGER ,SUI,16,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17140, Marcello BOMBARDI ,ITA,17,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17141, Sungbo SEO ,KOR,18,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17142, Vsevolod ILINYKH ,RUS,19,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17143, Owen GRAHAM ,USA,20,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17144, Ryder HOY ,CAN,21,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17145, Alex FRITZ ,USA,22,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17146, Josh LEVIN ,USA,23,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17147, Sébastien BERTHE ,BEL,24,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17148, Noah RIDGE ,USA,25,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17149, Beiji LI ,CHN,26,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17150, Sungjoon CHAE ,KOR,27,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17151, Tomas VILA ,ARG,28,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17152, Andrew LAMB ,USA,29,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17153, Ruizhi CHEN ,CHN,30,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17154, Zach WATSON ,CAN,31,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17155, Enrique MEJÌA ,MEX,32,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17156, Nicolas GIRALDO ,COL,33,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17157, Islami YUSUF ,INA,34,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17158, Calrin CURTIS ,RSA,35,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17159, Ashraf MOHAMMAD SAPRI ,SGP,36,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17160, Sigrid BIM ,INA,37,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17161, Azhar WAN AKBAR ,INA,38,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17162, Robin Martyn SHERWOOD ,RSA,39,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17163, Chua Zong You SHANNON XYRUS ,SGP,40,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17164, Dylan VOGT ,RSA,41,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17165, William ST LAURENT ,CAN,42,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17166, Tzu-hsiang CHIN ,TPE,43,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17167, Severin CURTIS ,RSA,44,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17168, Muhammad Taqiuddin BIN MOHD ZULKIFLI ,MAS,45,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17169, Scott PRITCHARD ,AUS,45,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17170, Gregory OUDHOF ,RSA,47,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17171, Jason HENRY ,CAN,48,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17172, Mo Fuze JUSTIN ,SGP,49,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17173, Ryan Yeo XU HONG ,MAS,50,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17174, Felix Tan YI HERNG ,MAS,51,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Male
17175, Sebastian HALENKE ,GER,1,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17176, Semen CHESNOKOV ,RUS,2,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17177, Martin BERGANT ,SLO,3,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17178, Tomoa NARASAKI ,JPN,4,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17179, Sean BAILEY ,USA,5,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17180, Hiroto SHIMIZU ,JPN,6,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17181, Hanwool KIM ,KOR,7,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17182, David FIRNENBURG ,GER,8,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17183, Geoffray DE FLAUGERGUES ,FRA,9,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17184, Keiichiro KORENAGA ,JPN,10,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17185, Dylan BARKS ,USA,11,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17186, Milan PRESKAR ,SLO,12,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17187, Loïc TIMMERMANS ,BEL,13,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17188, Moritz HANS ,GER,14,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17189, Gregor VEZONIK ,SLO,15,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17190, Marc EVELEIGH ,CAN,16,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17191, Sergei LUZHETSKII ,RUS,17,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17192, Seungwoon CHO ,KOR,18,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17193, Andrey SHAGIN ,RUS,19,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17194, Maël BONZOM ,FRA,20,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17195, Valentin KONOVALOV ,RUS,21,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17196, Bernhard RÖCK ,AUT,22,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17197, Michael PICCOLRUAZ ,ITA,23,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17198, Fatchur ROJI ,INA,24,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17199, Tim UNUK ,SLO,25,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17200, Teun KEUSTERS ,NED,26,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17201, Nicholas MILBURN ,USA,27,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17202, Luis CASTELLANOS ,VEN,28,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17203, Petr CERMAK ,CZE,29,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17204, Alejandro MARTINEZ  CORDERO ,MEX,30,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17205, Andres PAZMINO ,ECU,30,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17206, Zac FISHER ,AUS,32,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17207, Daan GROSKAMP ,NED,33,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17208, Andri RUSDIANTO ,INA,34,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17209, Bob SCHUBERT ,NED,35,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17210, Jakob Heber NORUM ,NOR,36,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17211, Jonny WHITE ,GBR,37,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17212, Buster MARTIN ,GBR,38,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17213, Robert STEWART-PATTERSON ,CAN,38,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17214, Elias WEILER ,AUT,38,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17215, Dominic LABARGE ,USA,41,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17216, Pol ROCA LOPEZ ,ESP,42,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17217, Filip PECENEC ,CRO,43,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17218, Samuel BOWMAN ,AUS,44,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17219, Esteban Roberto YEPEZ SANTACRUZ ,ECU,45,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17220, M.aznil RIZKI ,INA,46,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17221, Thomas HOLM BLAABJERG ,DEN,47,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17222, Winai RUANGRIT ,THA,48,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17223, Josue MANOSALVAS ,ECU,49,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17224, Vincent Tay YAN CHIANG ,SGP,50,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17225, Sungchan PEE ,KOR,51,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17226, Dexter BATEMAN ,CAN,52,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17227, Paul ZEIMET ,LUX,53,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17228, Matthew LUCAS ,CAN,54,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17229, Jarred JORDAN ,AUS,55,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17230, Brandon Goh KHENG SIANG ,SGP,56,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17231, Sebastian ARMIJO ,COL,57,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17232, Joe WEBER ,LUX,58,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17233, Mohd I MUHAMMAD KHUZAIFAH ,SGP,59,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17234, Robert BROWN ,RSA,60,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17235, Terdpol ARTAUI ,THA,61,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17236, Ian BRANDA ,CAN,62,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17237, Tyrone TURNBULL ,AUS,63,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17238, Brandon VAN HOUTEN ,RSA,64,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17239, Lim Kenneth YONG JIE ,SGP,65,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17240, Herli SETIAWAN ,INA,66,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17241, Wen-chieh WU ,TPE,67,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17242, Ying-chieh WEN ,TPE,68,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17243, Dario HANNING ,RSA,69,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Male
17244, Anze PEHARC ,SLO,1,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17245, Hannes PUMAN ,SWE,2,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17246, Georg PARMA ,AUT,3,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17247, William BOSI ,GBR,4,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17248, Héctor Adrián MARTÍNEZ CORDERO ,MEX,5,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17249, Yuzuru IIDA ,JPN,6,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17250, Danil ZAKIROV ,RUS,7,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17251, Shinichiro NOMURA ,JPN,8,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17252, Lucas MESNARD ,FRA,9,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17253, Takato TSUMORI ,JPN,10,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17254, Nicolas PELORSON ,FRA,11,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17255, Sergei BYDTAEV ,RUS,12,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17256, Ruben FIRNENBURG ,GER,13,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17257, Christopher STELZMÜLLER ,AUT,14,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17258, Stefano CARNATI ,ITA,15,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17259, Florian KLINGLER ,AUT,16,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17260, Aleksandr SHIKOV ,RUS,17,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17261, Dominic BURNS ,IRL,18,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17262, Solomon BARTH ,USA,19,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17263, Matthias KARNEL ,AUT,20,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17264, Borna CUJIC ,CRO,21,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17265, Yannick GLATTHARD ,SUI,22,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17266, Dimitri VOGT ,SUI,23,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17267, Jesse GRUPPER ,USA,24,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17268, Brendan MITCHELL ,USA,25,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17269, Thattana RAKSACHAT ,THA,26,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17270, Pau JOVER ESCAPA ,ESP,27,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17271, Danila KOTOV ,RUS,28,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17272, Sascha LEHMANN ,SUI,29,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17273, José Ramón SANTOS BUHL ,MEX,30,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17274, Todor SHARKOV ,BUL,31,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17275, Dmytro POKHLYEBA ,UKR,32,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17276, Hogi KANG ,KOR,33,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17277, Vincent CHONG ,SGP,34,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17278, Sajjad MOSTAJABODDAVEH ,IRI,35,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17279, Dmitri KARAMAN ,CAN,36,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17280, Jan Jospeh SUSON ,PHI,37,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17281, Abolfazl HASSANPOUR ,IRI,38,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17282, Ethan MATHEWSON ,CAN,39,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17283, Tristan John SWART ,RSA,40,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17284, Cole SKINNER ,USA,41,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17285, Matthew HENDSBEE ,CAN,42,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17286, Yusri IBNU HAIZUL ,SGP,43,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17287, Scott EVELEIGH ,CAN,44,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17288, Alfian MUHAMMAD FAJRI ,INA,45,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17289, Campbell HARRISON ,AUS,46,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17290, Bryson KLEIN ,AUS,47,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17291, Devi Z DESKY ZUKFI  ,SGP,48,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17292, Daniel NEWTH ,NZL,49,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17293, Finn FAIRBAIRN ,NZL,50,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17294, Ryan Tay FANG YONG ,SGP,51,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17295, Leandro BROUSCHERT ,LUX,52,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17296, Runlin PANG ,CHN,53,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17297, Katleho POBE ,RSA,54,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17298, Jaya CURTIS ,RSA,55,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17299, Oliver MARX ,RSA,56,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth B Male
17300, Momoka ODA ,JPN,1,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17301, Magdalena RÖCK ,AUT,2,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17302, Katharina POSCH ,AUT,3,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17303, Sol SA ,KOR,4,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17304, Risa OTA ,JPN,5,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17305, Laura MICHELARD ,FRA,6,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17306, Tina Johnsen HAFSAAS ,NOR,7,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17307, Tsukasa MIZUGUCHI ,JPN,8,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17308, Amanda ROHNER ,SUI,9,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17309, Fanny GIBERT ,FRA,10,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17310, Tanja LANZ ,SUI,11,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17311, Manon HILY ,FRA,12,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17312, Tina SUSTERSIC ,SLO,13,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17313, Federica MINGOLLA ,ITA,14,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17314, Nolwen BERTHIER ,FRA,15,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17315, Michaela KIERSCH ,USA,16,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17316, Cicada JENERIK ,USA,17,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17317, Berit SCHWAIGER ,AUT,18,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17318, Elise SETHNA ,CAN,19,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17319, Nataliia STEPANOVA ,RUS,20,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17320, Shannon LOCHRIDGE ,USA,21,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17321, Charlotte GARDEN ,GBR,22,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17322, Maegan KELLEWAY ,CAN,23,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17323, Anna ZAIKINA ,RUS,24,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17324, Andrea PRUNSTER ,ITA,25,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17325, Alannah YIP ,CAN,26,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17326, Tabitha BUMA ,NED,27,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17327, Hsiu-ju LIN ,TPE,28,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17328, Alison STEWART-PATTERSON ,CAN,29,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17329, Anna MINAEVA ,RUS,30,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17330, Katharina PÖLL ,AUT,31,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17331, Eva KRIZOVA ,CZE,32,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17332, Emma HORAN ,AUS,33,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17333, Francis GUILLEN ,VEN,34,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17334, Lynnette KOH SIOK HENG ,SGP,35,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17335, Nicole HANSEN ,USA,36,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17336, Olga SHCHELNIKOVA ,RUS,36,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17337, Kobra LAKZAIIFAR ,IRI,38,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17338, Caitlin DAHL ,AUS,39,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17339, Lucinda Ann TURNBULL ,AUS,40,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17340, Janice NG LI ,SGP,41,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17341, Sarah Alice DAVIS ,AUS,42,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17342, Flor De Luna PAZAN ,COL,42,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17343, Choy JIAN NING ,SGP,44,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17344, Hanseul KIM ,KOR,45,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17345, Zoe Lim SHU MEI ,MAS,45,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Juniors Female
17346, Jessica PILZ ,AUT,1,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17347, Anak VERHOEVEN ,BEL,2,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17348, Salomé ROMAIN ,FRA,3,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17349, Ana TIRIPA ,GER,4,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17350, Andrea EBNER ,ITA,5,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17351, Ievgeniia KAZBEKOVA ,UKR,6,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17352, Aya ONOE ,JPN,7,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17353, Hannah BAEHR ,GER,8,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17354, Lina HIMPEL ,GER,9,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17355, Solah KIM ,KOR,10,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17356, Tereza SVOBODOVA ,CZE,11,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17357, Julia CHANOURDIE ,FRA,12,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17358, Elena BONAPACE ,AUT,13,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17359, Anne-sophie KOLLER ,SUI,14,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17360, Karoline SINNHUBER ,AUT,14,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17361, Chloe CAULIER ,BEL,16,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17362, Kyra CONDIE ,USA,17,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17363, Rebeka KAMIN ,SLO,18,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17364, Jacquelyn WU ,USA,19,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17365, Anastasiia SAMOILINA ,RUS,20,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17366, Dana GILEMKHANOVA ,RUS,21,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17367, Andrea PAVLINCOVA ,CZE,22,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17368, Anna MARGOLINA ,RUS,23,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17369, Watchareewan TOMAS ,THA,24,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17370, Iuliia ZAITSEVA ,RUS,25,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17371, Haimi CHO ,KOR,26,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17372, Magdalena PÖLL ,AUT,27,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17373, Alyssa WEBER ,CAN,28,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17374, Callie WALTER ,USA,29,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
17375, Di NIU ,CHN,30,IFSC World Youth Championship - Singapore (SIN) - 2012,lead,Youth A Female
