,Athlete,Athlete_Country,Rank,Event_Name,Discipline,Category
3035, Natalija GROS ,SLO,1,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3036, Olga SHALAGINA ,UKR,2,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3037, Barbara SCHRANZ ,AUT,3,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3038, Sarah LAGOFFUN ,FRA,4,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3039, Fanny ROGEAUX ,FRA,5,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3040, Olga IAKOVLEVA ,RUS,6,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3041, Elodie GIROUX ,FRA,7,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3042, Katja VIDMAR ,SLO,8,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3043, Seren RUBENS ,USA,9,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3044, Ekatarina IVASTCHENKO ,RUS,10,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3045, Zuzana CINTALOVA ,SVK,11,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3046, Lucka FRANKO ,SLO,12,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3047, Lisa LAGE ,USA,13,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3048, Miriam MOOSBURGER ,AUT,13,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3049, Anna STENKOVAYA ,RUS,15,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3050, Katarzyna DLUGOSZ ,POL,16,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3051, Maria GEORGIEVA ,BUL,17,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3052, Nathalie HANSSENS ,BEL,18,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3053, Nolwen LELINGNE ,FRA,18,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3054, Ekaterina IAEMOURD ,RUS,20,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3055, Janina KÄYHKÖ ,FIN,21,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3056, Katarina CINTALOVA ,SVK,22,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3057, Tzveta Konstantin KOJOUHAROVA ,BUL,23,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3058, Maaike WAALKENS ,NED,24,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3059, Kendall KNOWLES ,USA,25,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3060, Sarah AUSTIN ,CAN,26,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3061, Vanessa LEROY ,BEL,26,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3062, Sabine BACHER ,AUT,28,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3063, Ina DZHAMBAZOVA ,BUL,29,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3064, Sona HNIZDILOVA ,CZE,30,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3065, Olga LOSYNSKA ,UKR,31,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3066, Julia WORBOYS ,GBR,32,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3067, Marianne BLOM BRODERSEN ,NOR,33,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3068, Daria RUDEL ,AUT,34,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3069, Angela PAYNE ,USA,35,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3070, Marilynn BERGEN ,CAN,36,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3071, Christine AUSTIN ,CAN,37,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3072, Lianne PETERS ,NED,38,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3073, Tessa DE BOER ,NED,39,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3074, Anna BOUMA ,NED,40,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3075, Plamena BAKALOVA ,BUL,41,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3076, Holly REAY ,GBR,42,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3077, Nadia Selene ALENCASTRO LARCOS ,MEX,43,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3078, Veronica BREKKA ,NOR,44,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3079, Helena VOLDNER ,NOR,45,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth A Female
3080, Kinga OCIEPKA ,POL,1,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3081, Emily HARRINGTON ,USA,2,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3082, Alexandra BALAKIREVA ,RUS,3,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3083, Sabine KNABL ,AUT,4,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3084, Nadine RUH ,GER,5,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3085, Polona SANTELJ ,SLO,6,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3086, Emmanuelle GRAND ,FRA,7,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3087, Lucie RAJFOVA ,CZE,8,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3088, Maja STREMFELJ ,SLO,9,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3089, Stacey WELDON ,CAN,10,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3090, Krystyna HAWLENA ,POL,11,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3091, Nataliia STOLIAROVA ,UKR,12,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3092, Alix GRAFTIAUX ,BEL,13,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3093, Elizabeth ASHER ,USA,14,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3094, Josie SPAGNOLO ,USA,15,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3095, Kira BERNATSKAIA ,RUS,16,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3096, Valentina GARAVINI ,ITA,17,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3097, Katrin MEYER ,AUT,18,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3098, Emeline TESO ,FRA,19,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3099, Petra MELICHAROVA ,CZE,20,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3100, Anaelle ROCHE ,FRA,20,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3101, Aurelie DIDILLION ,FRA,22,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3102, Alice Olga BRAGINSKY ,USA,23,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3103, Angela EITER ,AUT,24,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3104, Sadie RENWICK ,GBR,25,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3105, Emma TWYFORD ,GBR,26,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3106, Malin FOLKESTAD ,NOR,27,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3107, Valentina YURINA ,RUS,27,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3108, Daniela VARGAS ,VEN,29,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3109, Rosemary SHAW ,GBR,30,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3110, Evelien ZIJLSTRA ,NED,30,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3111, Georgia TEMPLE ,CAN,32,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3112, Amy HOLOWACH ,CAN,33,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3113, Céline DE WAAL MALEFI ,NED,34,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3114, Fiona FITZPATRICK ,SWE,35,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3115, Fiorina BATAGLIA ,VEN,36,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3116, Kristina AABEN ,SWE,37,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3117, Caitlin DAWKINS ,CAN,38,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3118, Joanna BULMER ,GBR,39,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3119, Evguenia OGANDJANIAN ,RUS,40,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3120, Jonna ALSEN ,SWE,41,UIAA World Youth Championship - Amsterdam (NED) 2000,lead,Youth B Female
3121, Yuji HIRAYAMA ,JPN,1,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3122, Sangwon SON ,KOR,2,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3123, Keita MOGAKI ,JPN,3,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3124, Jae-yong LEE ,KOR,4,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3125, Akito MATSUSHIMA ,JPN,5,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3126, Kyu-bog CHO ,KOR,6,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3127, Myong-hak KIM ,KOR,7,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3128, Dong-sik KIM ,KOR,8,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3129, Tomohiro SHIBATA ,JPN,9,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3130, Shigeshisa FUJII ,JPN,10,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3131, Dennis DIAZ ,PHI,11,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3132, Chun-ming JOU ,TPE,11,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3133, Yudhis TIRA ,INA,13,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3134, Tan BEN ,SGP,14,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3135, Amir PIRVASLI ,IRI,15,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3136, Yoshinobu SHINOZAKI ,JPN,16,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3137, Mamat MOHD. FAISAL ,MAS,17,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3138, Chi-wai LOK ,HKG,18,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3139, Chih-yung CHEN ,TPE,19,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3140, Ka-wai CHU ,HKG,20,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3141, Firmansyah TONI ,INA,21,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3142," Yean Tze, Eric LOW ",MAS,22,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3143, Zeshti Mehdi PARSAFAR ,IRI,23,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3144, Simon H. SANDOVAL ,PHI,24,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3145, Yen-yi WU ,TPE,25,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3146, Tang-yee NG ,HKG,26,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3147, Bin Mohd Yusof MOHD YAZID ,SGP,27,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3148, Yi-de LIU ,TPE,28,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3149, Ronald MAMARIMBING ,INA,29,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3150, Choo Hian YAM ,SGP,30,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3151, Harisnanda ANDRIATIR ,INA,31,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3152, Tzu-kai CHAO ,TPE,31,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3153, Mohd Zamri MOHAMAD IQMAL ,MAS,31,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3154, Mohd Hussain MOHD IRWAN ,SGP,31,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3155, Hossein YAZDANDOUST ,IRI,31,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3156, Kai ZHAO ,CHN,31,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3157, Xianghua DING ,CHN,37,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3158, Jamluddin KHAIRUL ANUAR ,MAS,37,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3159, Davoud REKABI ,IRI,37,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3160, Nasarudin MUHD. NASARIZAL ,MAS,40,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3161, Hashim SHARIN ,MAS,41,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3162, Lei ZHAO ,CHN,41,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3163," Kien Seong, Francis LOW ",MAS,43,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3164, Man-wai SUN ,HKG,44,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3165, Manish VERMA ,IND,45,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3166, Chee Hoi LEONG ,SGP,46,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3167, Joseph JAVIEN ,PHI,47,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3168, Ali SHAMSUL LIZAM ,MAS,48,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3169, Abd. Majid SALEHUDDIN ,MAS,49,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3170, Ahmad ZULAFIZY ,MAS,49,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Men
3171, Mi-sun GO ,KOR,1,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3172, Hyun-jung KIM ,KOR,2,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3173, Hiu Ying LIU ,HKG,3,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3174, Li-ping HUANG ,CHN,4,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3175, Rie KIMURA ,JPN,5,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3176, Emi ZAINAH ,INA,6,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3177, Toshie FUKUHARA ,JPN,7,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3178, Sung-shi KIM ,KOR,8,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3179, Agung Ethi HENDRAWATI ,INA,9,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3180, Shun-yuk CHOI ,HKG,10,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3181, Yuyun YUNIAR ,INA,11,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3182, Bai-le HUANG ,TPE,12,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3183, Fumie SHIBATA ,JPN,13,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3184, Kazumi WATATUKI ,JPN,14,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3185, Sun-hye MA ,KOR,15,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3186, Il MAWATI ,INA,16,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3187, Evi NELIWATI ,INA,17,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3188, Anna Christina ARANETA ,PHI,18,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3189, Hsing-tong HSIEH ,TPE,18,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3190, Lissa LESACA ,PHI,18,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3191, Yuk-lan CHAN ,HKG,21,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3192, Joung-mi KIM ,KOR,21,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3193, Mustafa N.LILY ,MAS,23,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3194, Serena Tan Li PENG ,SGP,24,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3195, Mohamad AMIRAH MARINA ,MAS,25,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3196, Chunhua LI ,CHN,25,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3197, Jian-li LI ,CHN,27,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3198, Chun-mei LO ,CHN,28,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3199, Jamie JAVELOSA ,PHI,29,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3200, Mohamad Noor SITI ZUBAIDAH ,MAS,30,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3201, Sue Ann CHUNG ,SGP,31,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3202, Tan Leng GOH ,SGP,31,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3203, Chwee Luan JOANNE TAN ,MAS,33,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3204, Azam THE FAHARIAH MOKHTAR ,MAS,34,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,lead,Women
3205, Ronald MAMARIMBING ,INA,1,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3206, Chi-wai LAI ,HKG,2,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3207, Daniel ABDULLAH ,MAS,3,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3208, Kyu-bog CHO ,KOR,4,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3209, Bin Mohd Yusof MOHD YAZID ,SGP,5,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3210, Dong-sik KIM ,KOR,6,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3211, Harisnanda ANDRIATIR ,INA,7,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3212, Firmansyah TONI ,INA,8,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3213, Man-wai SUN ,HKG,9,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3214, Myong-hak KIM ,KOR,10,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3215, Mohammadi ABBASS ,IRI,11,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3216, Samavat Amir HOSSIEN ,IRI,12,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3217, Po Yu WANG ,TPE,13,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3218, Dennis DIAZ ,PHI,14,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3219, Chun-ming JOU ,TPE,15,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3220, Bin Anwar ROZIHAN ,SGP,16,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3221, Ismail ROSZAMAN ,MAS,17,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3222, Deng-jung CHANG ,TPE,18,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3223, Mohd. Noor MOHD AKMAL ,MAS,19,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3224, Din ZAINOL ,MAS,20,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3225, Azam MUNAWAR ,MAS,21,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3226, Kai ZHAO ,CHN,22,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3227, Xianghua DING ,CHN,23,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3228, Lei ZHAO ,CHN,24,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3229, Tang-yee NG ,HKG,25,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3230, Joseph JAVIEN ,PHI,26,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3231, Wai Weng DUSTIN LAU ,SGP,27,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3232, Bakhori HAFNIZAM ,MAS,27,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Men
3233, Agung Ethi HENDRAWATI ,INA,1,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3234, Yuyun YUNIAR ,INA,2,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3235, Hyun-jung KIM ,KOR,3,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3236, Sung-shi KIM ,KOR,4,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3237, Evi NELIWATI ,INA,5,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3238, Lissa LESACA ,PHI,6,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3239, Mi-sun GO ,KOR,7,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3240, Shun-yuk CHOI ,HKG,8,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3241, Hiu Ying LIU ,HKG,9,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3242, Anna Christina ARANETA ,PHI,10,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3243, Hsing-tong HSIEH ,TPE,11,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3244, Bai-le HUANG ,TPE,12,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3245, Li-ping HUANG ,CHN,13,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3246, Chun-mei LO ,CHN,14,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3247, Jian-li LI ,CHN,15,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3248, Jamie JAVELOSA ,PHI,16,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3249, Chunhua LI ,CHN,17,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,speed,Women
3250, Alexandre CHABOT ,FRA,1,UIAA European Championship - München (GER) 2000,lead,Men
3251, Cristian BRENNA ,ITA,2,UIAA European Championship - München (GER) 2000,lead,Men
3252, Evgeny OVCHINNIKOV ,RUS,3,UIAA European Championship - München (GER) 2000,lead,Men
3253, David CAUDE ,FRA,4,UIAA European Championship - München (GER) 2000,lead,Men
3254, Sylvain MILLET ,FRA,5,UIAA European Championship - München (GER) 2000,lead,Men
3255, Paul DEWILDE ,FRA,6,UIAA European Championship - München (GER) 2000,lead,Men
3256, Serik KAZBEKOV ,UKR,7,UIAA European Championship - München (GER) 2000,lead,Men
3257, Roman FELIX ,SUI,8,UIAA European Championship - München (GER) 2000,lead,Men
3258, Simon FASNACHT WANDELER ,SUI,9,UIAA European Championship - München (GER) 2000,lead,Men
3259, Bernardino LAGNI ,ITA,10,UIAA European Championship - München (GER) 2000,lead,Men
3260, Matej SOVA ,SLO,10,UIAA European Championship - München (GER) 2000,lead,Men
3261, Pablo BARBERO ALFONSO ,ESP,12,UIAA European Championship - München (GER) 2000,lead,Men
3262, François LEGRAND ,FRA,12,UIAA European Championship - München (GER) 2000,lead,Men
3263, Yevgen KRYVOSHEYTSEV ,UKR,14,UIAA European Championship - München (GER) 2000,lead,Men
3264, Tomaz VALJAVEC ,SLO,15,UIAA European Championship - München (GER) 2000,lead,Men
3265, Maksym PETRENKO ,UKR,16,UIAA European Championship - München (GER) 2000,lead,Men
3266, Andreas BINDHAMMER ,GER,17,UIAA European Championship - München (GER) 2000,lead,Men
3267, Christian BINDHAMMER ,GER,17,UIAA European Championship - München (GER) 2000,lead,Men
3268, Casper TEN SIJTHOFF ,NED,17,UIAA European Championship - München (GER) 2000,lead,Men
3269, Tomi NYTORP ,FIN,20,UIAA European Championship - München (GER) 2000,lead,Men
3270, Mathias SCHIESTL ,AUT,21,UIAA European Championship - München (GER) 2000,lead,Men
3271, Flavio CRESPI ,ITA,22,UIAA European Championship - München (GER) 2000,lead,Men
3272, Aljosa GROM ,SLO,22,UIAA European Championship - München (GER) 2000,lead,Men
3273, Igor GUSAK ,UKR,22,UIAA European Championship - München (GER) 2000,lead,Men
3274, Luca ZARDINI ,ITA,22,UIAA European Championship - München (GER) 2000,lead,Men
3275, César Ciudad MANZANEDO ,ESP,26,UIAA European Championship - München (GER) 2000,lead,Men
3276, Roman VAN DER WERF ,NED,27,UIAA European Championship - München (GER) 2000,lead,Men
3277, Andrey VEDENMEER ,UKR,27,UIAA European Championship - München (GER) 2000,lead,Men
3278, Peter BOSMA ,SWE,29,UIAA European Championship - München (GER) 2000,lead,Men
3279, Erik JACOBS ,NED,29,UIAA European Championship - München (GER) 2000,lead,Men
3280, Adam DEWHURST ,GBR,31,UIAA European Championship - München (GER) 2000,lead,Men
3281, Alexandre KOVALEVSKJ ,RUS,31,UIAA European Championship - München (GER) 2000,lead,Men
3282, Timo PREUSSLER ,GER,31,UIAA European Championship - München (GER) 2000,lead,Men
3283, Alberto GNERRO ,ITA,34,UIAA European Championship - München (GER) 2000,lead,Men
3284, Ivaylo KRASTEV ,BUL,34,UIAA European Championship - München (GER) 2000,lead,Men
3285, Mikhail UMNITSYN ,RUS,34,UIAA European Championship - München (GER) 2000,lead,Men
3286, Steve MC CLURE ,GBR,37,UIAA European Championship - München (GER) 2000,lead,Men
3287, Urs SCHÖNENBERGER ,SUI,37,UIAA European Championship - München (GER) 2000,lead,Men
