,Athlete,Athlete_Country,Rank,Event_Name,Discipline,Category
100, Eric SCULLY ,USA,27,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
101, Christoph FINKEL ,GER,28,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
102, Clément CHABAUD ,FRA,29,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
103, Luca GIUPPONI ,ITA,30,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
104, Jürgen GOTTFRIED ,GER,31,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
105, Igor GUSAK ,UKR,31,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
106, Christian EMPRIN ,FRA,33,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
107, Petro MARKEVYCH ,UKR,34,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
108, Anthony LAMICHE ,FRA,35,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
109, Damien JEANDENAND ,FRA,36,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
110, Sylvain LANGRIS ,FRA,37,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
111, François AUCLAIR ,FRA,38,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
112, Luc DAURES ,FRA,38,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
113, Radovah SOUCEK ,CZE,38,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
114, Matthias TROTTMANN ,SUI,38,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
115, Benjamin FELGEROLLE ,FRA,42,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
116, Primoz ZITNIK ,SLO,43,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
117, Tony FOUCHEREAU ,FRA,44,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
118, Alexandr PAUKAEV ,UKR,44,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
119, Benoît FOUBERT ,FRA,46,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
120, Aljosa GROM ,SLO,47,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
121, Jeroen JONGENEELEN ,NED,48,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
122, Thibault LE SCOUR ,FRA,48,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
123, Dennis TEIJSSE ,NED,50,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
124, Ahmed BRAHIMI ,FRA,51,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
125, Roberto FIORAVANTI ,ITA,52,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
126, Elliot BLOCH ,USA,53,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
127, Serge THERR ,FRA,54,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
128, Eugeni SADOVSKI ,UKR,55,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
129, Alexander LEDOVSKIKH ,UKR,56,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
130, Etienne POUCHELET ,FRA,57,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Men
131, Stéphanie BODET ,FRA,1,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
132, Elena CHOUMILOVA ,RUS,2,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
133, Isabelle BIHR ,FRA,3,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
134, Iwona GRONKIEWICZ-MARCISZ ,POL,4,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
135, Sandrine LEVET ,FRA,5,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
136, Venera CHERESHNEVA ,RUS,6,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
137, Lise NOEL ,FRA,7,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
138, Gaelle GOURIOU ,FRA,8,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
139, Olga BIBIK ,RUS,9,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
140, Chloé MINORET ,FRA,10,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
141, Delphine MARTIN ,FRA,11,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
142, Nataliya PERLOVA ,UKR,12,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
143, Olena RYEPKO ,UKR,13,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
144, Josune BERECIARTU URRUZOLA ,ESP,14,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
145, Vera KOTASOVA-KOSTRUHOVA ,CZE,15,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
146, Stella MARCHISIO ,ITA,16,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
147, Kim ANTHONI ,BEL,17,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
148, Sandr Van LANDEGHEM ,FRA,18,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
149, Olena KRYVONIS ,UKR,19,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
150, Ingela NILSSON ,SWE,20,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
151, Tanja BAUER ,GER,21,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
152, Yulia INOZEMTSEVA ,RUS,21,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
153, Sophie HEURTEAUX ,FRA,23,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
154, Juliette DANION ,FRA,24,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
155, Myriam MOTTEAU ,FRA,24,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
156, Olena OSTAPENKO ,UKR,26,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
157, Olga ZAKHAROVA ,UKR,27,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
158, Iva HARTMANN ,SUI,28,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
159, Marietta UHDEN ,GER,29,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
160, Natalia NOVIKOVA ,RUS,30,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
161, Laeticia COUDER ,FRA,31,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
162, Carole PETRIGNET ,FRA,31,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
163, Eleonora VAN DER PUTTEN ,NED,33,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
164, Karine PEREZ ,FRA,34,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
165, Marina ANNECCHINI ,ITA,35,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
166, Ulla WALDER ,ITA,35,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
167, Elisabetta BOLDRIN ,ITA,37,UIAA Worldcup - Chamonix (FRA) 1999,boulder,Women
168, Alexei GADEEV ,RUS,1,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
169, Vladislav BARANOV ,RUS,2,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
170, Vladimir ZAKHAROV ,UKR,3,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
171, Alexei KOZLOV ,RUS,4,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
172, Tomasz OLEKSY ,POL,5,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
173, Andrey VEDENMEER ,UKR,6,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
174, Andrei KRIVONOS ,UKR,7,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
175, Alexandr PAUKAEV ,UKR,8,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
176, Vladimir NETSVETAEV-DOLGALEV ,RUS,9,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
177, Iakov SOUBBOTINE ,RUS,10,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
178, Csaba KOMONDI ,HUN,11,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
179, Lukasz MÜLLER ,POL,12,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
180, Alexandre SERGEYEV (LIACHENKO) ,RUS,13,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
181, Dmitrii BYCHKOV ,RUS,14,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
182, Noukri GVELEBIANI ,GEO,15,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
183, Antoine GIRARD ,FRA,16,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
184, Gabor PASARETI ,HUN,17,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
185, Patrick RASPO ,ITA,18,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
186, Laszlo STROMMER ,HUN,19,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
187, Gabor SZELEYI ,HUN,20,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
188, Balasz KOVACS ,HUN,21,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
189, Stefano RASPO ,ITA,22,UIAA Worldcup - Beauregard (ITA) 1999,speed,Men
190, Olga ZAKHAROVA ,UKR,1,UIAA Worldcup - Beauregard (ITA) 1999,speed,Women
191, Olena OSTAPENKO ,UKR,2,UIAA Worldcup - Beauregard (ITA) 1999,speed,Women
192, Renata PISZCZEK ,POL,3,UIAA Worldcup - Beauregard (ITA) 1999,speed,Women
193, Mayya PIRATINSKAYA ,RUS,4,UIAA Worldcup - Beauregard (ITA) 1999,speed,Women
194, Nataliya PERLOVA ,UKR,5,UIAA Worldcup - Beauregard (ITA) 1999,speed,Women
195, Svetlana SUTKINA ,RUS,6,UIAA Worldcup - Beauregard (ITA) 1999,speed,Women
196, Zosia PODGORBOUNSKIKH ,RUS,7,UIAA Worldcup - Beauregard (ITA) 1999,speed,Women
197, Olga BIBIK ,RUS,8,UIAA Worldcup - Beauregard (ITA) 1999,speed,Women
198, Natalia NOVIKOVA ,RUS,9,UIAA Worldcup - Beauregard (ITA) 1999,speed,Women
199, Olena RYEPKO ,UKR,10,UIAA Worldcup - Beauregard (ITA) 1999,speed,Women
200, Natalia BARANOVA ,RUS,11,UIAA Worldcup - Beauregard (ITA) 1999,speed,Women
201, Daniel ANDRADA JIMENEZ ,ESP,1,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
202, Damien JEANDENAND ,FRA,2,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
203, Evgeny OVCHINNIKOV ,RUS,3,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
204, Salavat RAKHMETOV ,RUS,4,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
205, Christian CORE ,ITA,5,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
206, Jérôme MEYER ,FRA,6,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
207, Stephane JULIEN ,FRA,7,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
208, Serik KAZBEKOV ,UKR,8,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
209, Arnaud PETIT ,FRA,9,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
210, Daniel DU LAC ,FRA,10,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
211, Jean Luc DANIS ,FRA,11,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
212, Tomasz OLEKSY ,POL,12,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
213, Mathieu DUTRAY ,FRA,13,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
214, Anthony LAMICHE ,FRA,14,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
215, Serguei CHEMOULINKINE ,RUS,15,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
216, Cristian BRENNA ,ITA,16,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
217, Lucio GIUDICI ,ITA,17,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
218, Luca GIUPPONI ,ITA,18,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
219, Jurij GOLOB ,SLO,19,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
220, Eric SCULLY ,USA,20,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
221, Timmy FAIRFIELD ,CAN,21,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
222, Luca ZARDINI ,ITA,21,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
223, Christoph FINKEL ,GER,23,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
224, François PETIT ,FRA,24,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
225, Bernardino LAGNI ,ITA,25,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
226, Olivier LEBRETON ,FRA,26,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
227, Alexandre CHABOT ,FRA,27,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
228, Andrey VEDENMEER ,UKR,28,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
229, Frédéric COROLLER ,FRA,29,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
230, Arnaud CEINTRE ,FRA,30,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
231, Filippo CERVO ,ITA,30,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
232, Maksym PETRENKO ,UKR,32,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
233, Reinhard FICHTINGER ,AUT,33,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
234, Radovah SOUCEK ,CZE,34,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
235, Petro MARKEVYCH ,UKR,35,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
236, Riccardo SCARIAN ,ITA,36,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
237, Vadim VINOKUR ,USA,37,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
238, Alexei KOZLOV ,RUS,38,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
239, Luca GIAMMARCO ,ITA,39,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
240, Benoît FOUBERT ,FRA,40,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
241, Elliot BLOCH ,USA,41,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
242, Elio CACCHIO ,ITA,41,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
243, Roberto FIORAVANTI ,ITA,43,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
244, Baptiste BRIAND ,FRA,44,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
245, Matteo GAMBARO ,ITA,45,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
246, Arpad CSEKO ,HUN,46,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
247, Tan BEN ,SGP,47,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
248, Jeroen JONGENEELEN ,NED,47,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
249, Eugeni SADOVSKI ,UKR,47,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Men
250, Stéphanie BODET ,FRA,1,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
251, Gaelle GOURIOU ,FRA,2,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
252, Iwona GRONKIEWICZ-MARCISZ ,POL,3,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
253, Elena CHOUMILOVA ,RUS,4,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
254, Yulia INOZEMTSEVA ,RUS,4,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
255, Delphine MARTIN ,FRA,4,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
256, Venera CHERESHNEVA ,RUS,7,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
257, Laeticia COUDER ,FRA,8,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
258, Isabelle BIHR ,FRA,9,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
259, Chloé MINORET ,FRA,10,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
260, Stella MARCHISIO ,ITA,11,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
261, Sandrine LEVET ,FRA,12,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
262, Olga BIBIK ,RUS,13,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
263, Nataliya PERLOVA ,UKR,13,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
264, Vera KOTASOVA-KOSTRUHOVA ,CZE,15,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
265, Lise NOEL ,FRA,16,UIAA Worldcup - Bardonecchia (ITA) 1999,boulder,Women
