,Name,Country,Age,Height
116,Bostjan POTOCNIK,SLO,42, -
117,Anze STREMFELJ,SLO,40, -
118,Natalija GROS,SLO,39, -
119,Katja VIDMAR,SLO,39, -
120,Maja STREMFELJ,SLO,38, -
121,Mina MARKOVIC,SLO,36, 161
122,Gregor SELAK,SLO,35, 178
123,Jernej KRUDER,SLO,33, 179
124,Klemen KEJZAR,SLO,34, -
125,Domen SVAB,SLO,33, -
126,Urban PRIMOZIC,SLO,31, -
127,Jure RAZTRESEN,SLO,31, -
128,Domen SKOFIC,SLO,30, 177
129,Katja DEBEVEC,SLO,28, 173
130,Gregor VEZONIK,SLO,28, 176
131,Dominik FON,SLO,28, -
132,Rebeka KAMIN,SLO,27, 152
133,Milan PRESKAR,SLO,27, -
134,Martin BERGANT,SLO,28, 182
135,Veronika MEKE,SLO,27, -
136,Julija KRUDER,SLO,26, 175
137,Anze PEHARC,SLO,26, 177
138,Tjasa KALAN,SLO,27, -
139,Ajda REMŠKAR,SLO,29, -
140,Miha HAJNA,SLO,25, -
141,Igor PRIMC,SLO,26, -
142,Kaja SKVARC BOZIC,SLO,26, -
143,Roman KRAJNIK,SLO,48, -
144,Matic KOTAR,SLO,25, 171
145,Sara LUKIC,SLO,26, -
146,Janja GARNBRET,SLO,25, 164
147,Tjasa SLEMENSEK,SLO,25, 168
148,Zan LOVENJAK SUDAR,SLO,26, 179
149,Tine ROZMANIC,SLO,25, -
150,Gorazd HREN,SLO,45, -
151,Tanja GLUSIC,SLO,28, -
152,Vita LUKAN,SLO,23, 164
153,Maks BOGOLIN,SLO,23, -
154,Lana SKUSEK,SLO,24, 162
155,Kilian COP,SLO,23, -
156,Mateja GLUSIC,SLO,52, -
157,Ziga ZAJC,SLO,22, -
158,Nejc DVORSEK,SLO,25, -
159,Lucka RAKOVEC,SLO,23, 170
160,Mia KRAMPL,SLO,23, 163
161,Nik GOLEJ,SLO,23, -
162,Luka FONDA,SLO,46, -
163,Urska REPUSIC,SLO,24, -
164,Klemen NOVAK,SLO,24, -
165,Ema STOPAR,SLO,22, -
166,Janja OBLAK,SLO,23, -
167,Sasa BRODEJ,SLO,22, -
168,Andrej POLAK,SLO,22, -
169,Luka POTOCAR,SLO,22, 177
170,Resnik ALJAZ,SLO,22, -
171,Glusic PETRA,SLO,22, -
172,Jurij RAVNIK,SLO,45, -
173,Marjan GLUSIC,SLO,56, -
174,Dasa SELAK,SLO,40, -
175,Manca CUJEZ,SLO,38, -
176,Betka DEBEVEC,SLO,20, -
177,Letija FAJFAR,SLO,20, -
178,Dominika KODRA,SLO,20, -
179,Lan MOSCHA,SLO,22, -
180,Lucija TARKUS,SLO,20, 160
181,Maja MAJCEN,SLO,21, -
182,Anej BATAGELJ,SLO,21, -
183,Grega VERBUC,SLO,21, -
184,Jeglič MARIJA,SLO,33, -
185,Peter HRIBAR,SLO,39, 182
186,Timotej ROMŠAK,SLO,19, 180
187,Bine MEKE,SLO,21, -
188,Ema SELIŠKAR,SLO,19, -
189,Matej ARH,SLO,30, 185
190,Andreas LUDESCHER,AUT,56, -
191,Alexander MEIKL,AUT,43, -
192,Andreas PFANNER,AUT,44, -
193,Bruno RUEDISSER,AUT,54, -
194,Bernhard SCHARMER,AUT,52, -
195,Bernhard SCHIESTL,AUT,51, -
196,Christoph HELMA,AUT,-, -
197,Heiko WILHELM,AUT,43, -
198,Jürgen REIS,AUT,47, -
199,Josef SCHWAIGER,AUT,52, -
200,Josef STÖCKL,AUT,50, -
201,Barbara BACHER,AUT,41, -
202,Bettina SCHÖPF,AUT,44, -
203,Kilian FISCHHUBER,AUT,40, -
204,Sabine BACHER,AUT,40, -
205,Martin HAMMERER,AUT,40, -
206,Angela EITER,AUT,38, -
207,Mark AMANN,AUT,40, -
208,Katharina SAURWEIN,AUT,36, -
209,Christine SCHRANZ,AUT,35, -
210,Anna STÖHR,AUT,36, -
211,Lukas ENNEMOSER,AUT,34, -
212,David LAMA,AUT,33, -
213,Jakob SCHUBERT,AUT,33, 176
214,Petra SCHÜSSLING,AUT,36, -
215,Mario LECHNER,AUT,32, -
216,Madeleine EPPENSTEINER,AUT,33, -
217,Stefanie PICHLER,AUT,32, -
218,Johanna ERNST,AUT,31, -
219,Alexandra GAUSTER,AUT,34, -
220,Max RUDIGIER,AUT,30, -
221,Katharina POSCH,AUT,29, -
222,Berit SCHWAIGER,AUT,29, -
223,Magdalena RÖCK,AUT,30, -
224,Karoline SINNHUBER,AUT,29, -
225,Jessica PILZ,AUT,27, 165
226,Julia PINGGERA,AUT,28, -
227,Bernhard RÖCK,AUT,28, -
228,Elias WEILER,AUT,28, -
229,Alexandra ELMER,AUT,27, 170
230,Fabian LEU,AUT,32, -
231,Hannah SCHUBERT,AUT,26, -
232,Nina LACH,AUT,28, -
233,Georg PARMA,AUT,27, -
234,Johannes HELD,AUT,26, -
235,Viktoria SCHABER,AUT,26, -
236,Martin SCHNOELLER,AUT,27, -
237,Andreas AUFSCHNAITER,AUT,29, -
238,Julia FISER,AUT,27, 158
239,Franziska STERRER,AUT,25, 169
240,Florian KLINGLER,AUT,26, -
241,Thomas LACH,AUT,30, -
242,Johanna FÄRBER,AUT,26, 171
243,Miriam FRAUENLOB,AUT,25, -
244,Jan-Luca POSCH,AUT,26, 184
245,Klaus ISELE,AUT,43, -
246,Alina WOJNAR,AUT,25, -
247,Alexander GRADENEGGER,AUT,26, -
248,Laura STÖCKLER,AUT,24, 172
249,Matthias ERBER,AUT,26, -
250,Mathias POSCH,AUT,24, 171
251,Ingo FILZWIESER,AUT,41, -
252,Markus SCHAUER,AUT,59, -
253,Alfons DORNAUER,AUT,30, -
254,Nicolai UZNIK,AUT,23, 173
255,Sabrina SCHLACHER,AUT,25, -
256,Eva Maria HAMMELMÜLLER,AUT,24, 167
257,Laurin MEUSBURGER,AUT,24, -
258,Lorenz BONAPACE,AUT,23, -
259,Dominik HAERTL,AUT,24, -
260,Lukas KNAPP,AUT,27, -
261,Matthias SCHIESTL,AUT,35, -
262,Gabriele FRÖHLICH,AUT,35, -
263,Mattea PÖTZI,AUT,23, 160
264,Nina KAPITAIN,AUT,26, -
265,Sebastian FEYRER,AUT,25, -
266,Celina SCHOIBL,AUT,23, -
267,Sandra LETTNER,AUT,22, 161
268,Julia WINKLER,AUT,22, -
269,Laura LAMMER,AUT,23, -
270,Paul STEINWENDTNER,AUT,24, -
271,Stefan SCHERZ,AUT,22, 179
272,Leonie VENIER,AUT,25, -
273,Jonas USCHNIG,AUT,26, -
274,Louis GUNDOLF,AUT,22, 188
275,Tobias PLANGGER,AUT,23, 182
276,Stephan REST,AUT,22, -
277,Martin KLINGER,AUT,36, -
278,Benjamin STÖFFLER,AUT,23, -
279,Andreas HOFHERR,AUT,20, -
280,Johannes HOFHERR,AUT,22, 178
281,Simon MARXGUT,AUT,26, -
282,Lea KEMPF,AUT,19, -
283,Eva PAULI,AUT,21, -
284,Jana RAUTH,AUT,22, -
285,Lena BREUSS,AUT,20, -
286,Benedikt LUDWICZEK,AUT,21, -
287,Chiara SCHAFFERER,AUT,23, -
288,Miriam PRANTL,AUT,33, -
289,Roman NEUWIRTH,AUT,23, -
290,Paul ZAUNER,AUT,23, -
291,Lea FORTIN,AUT,23, -
292,Lukas MAYERHOFER,AUT,24, -
293,Tobias HOLZKNECHT,AUT,25, -
294,Tanja LUSCHNIG,AUT,22, -
295,Hannes BRUNNER,AUT,40, -
296,Lisa KRUCKENHAUSER,AUT,22, -
297,Kimo FILIP,AUT,22, -
298,Klara VOLLENWYDER,AUT,23, -
299,Verena STUMMVOLL,AUT,42, -
300,Christian HASELGRUBER,AUT,49, -
301,Alexandra KELLNER,AUT,36, -
302,Hans-Peter PLATZER,AUT,48, -
303,Antonio PEREZ DEL RIO,AUT,36, -
304,Michael SCHÖPF,AUT,43, -
305,Margret GRUBER,AUT,37, -
306,Bostian HALAS,AUT,45, -
307,Mona JENEWEIN,AUT,21, -
308,Stephanie LEITNER,AUT,20, -
309,Tamy MORITZ,AUT,22, -
310,Julia LOTZ,AUT,21, -
311,Lea VIERTHALER,AUT,21, -
312,Lara WEICHBOLD,AUT,21, -
313,Thomas PODOLAN,AUT,21, -
314,Lawrence BOGESCHDORFER,AUT,21, -
315,Christoph BRÄUER,AUT,21, -
316,Jakob PRENNER,AUT,24, -
317,Angela VONDRACEK,AUT,26, -
318,Patrick PRENNER,AUT,25, -
319,Julian FIAN,AUT,22, -
320,Olivia MERCKENS,AUT,21, -
321,Sandra POLLAK,AUT,52, 170
322,Roland KÖCHL,AUT,56, -
323,Daniel WIENER,AUT,43, 178
324,Hans Ewald GRILL,AUT,72, -
325,Jasmin PLANK,AUT,35, 169
326,Simon TAUDES,AUT,35, -
327,Benedikt METZLER,AUT,39, -
328,Ines KAPPACHER,AUT,31, -
329,Maximilian LENZ,AUT,21, -
330,Tabea HEMETSBERGER,AUT,23, -
331,Nicky DE LEEUW,AUT,35, -
332,Eleanor HOWARD,AUT,39, -
333,Pawel DRAGA,AUT,39, -
334,Roman KRAJNIK,AUT,48, -
335,Lena LOSINSKYJ,AUT,19, -
336,Alexander HARLACHER,AUT,21, -
337,David ZINSLER,AUT,20, -
338,Natalie ABLINGER,AUT,22, -
339,Emilia WARENSKI,AUT,20, -
340,Benjamin HAIDACHER,AUT,19, -
341,Sarah FEICHTENSCHLAGER,AUT,20, -
342,Victoria AUER,AUT,19, -
343,Edith SCHEINECKER,AUT,57, 160
344,Markus HOFBAUER,AUT,42, -
345,Andrea JANDL,AUT,68, -
346,Angelino ZELLER,AUT,27, 177
347,Albert UNGER,AUT,60, -
348,Daniel KONTSCH,AUT,37, 175
349,Ales ROZSYPAL,CZE,-, -
350,Jakub HLAVACEK,CZE,41, -
351,Jaroslav MLYNAR,CZE,58, -
352,Libor STEJSKAL,CZE,-, -
353,Tomás MRÁZEK,CZE,41, -
354,Stepan STRANIK,CZE,36, -
355,Helena LIPENSKA,CZE,46, -
356,Libor HROZA,CZE,37, -
357,Silvie RAJFOVA,CZE,34, -
358,Martin STRANIK,CZE,34, 178
359,Jan CHVALA,CZE,34, -
360,Dominika DUPALOVA,CZE,36, -
361,Adam ONDRA,CZE,31, 186
362,Roman KUCERA,CZE,31, -
363,Daniela KOTRBOVA,CZE,34, -
364,Tomas BINTER,CZE,31, -
365,Gabriela VRABLIKOVA,CZE,33, -
366,Iva ONDRA,CZE,28, -
367,Tereza SVOBODOVA,CZE,29, -
368,Jan JELIGA,CZE,30, -
369,Jan KRIZ,CZE,28, 190
370,Eva KRIZOVA,CZE,29, -
371,Veronika SCHEUEROVA,CZE,26, -
372,Petra RUZICKOVA,CZE,34, -
373,Pavel KRUTIL,CZE,26, -
374,Eliska VLCKOVA,CZE,25, -
375,Martin JECH,CZE,28, -
376,Petr KLIGER,CZE,25, -
377,Andrea POKORNA,CZE,26, -
378,Michaela MATUSOVA,CZE,25, -
379,Veronika SIMKOVA,CZE,26, -
380,Jan KENDIK,CZE,25, -
381,Vojtech TROJAN,CZE,24, -
382,Denis PAIL,CZE,27, -
383,Jakub DVOULETY,CZE,25, -
384,Tomas BINTER,CZE,52, -
385,Martin CHYTIL,CZE,25, -
386,Jakub KONECNY,CZE,25, -
387,Jana ONDREJOVA,CZE,24, -
388,Sabina VECEROVA,CZE,23, -
389,Michal BEHOUNEK,CZE,27, -
390,Petr BURIAN,CZE,32, 193
391,Matej BURIAN,CZE,23, -
392,Zbysek CERNOHOUS,CZE,26, -
393,Stepan VOLF,CZE,28, -
394,Lenka SLEZAKOVA,CZE,24, -
395,Mikulas KELLER,CZE,26, -
396,Ales MARSIK,CZE,23, -
397,Eliska ADAMOVSKA,CZE,23, 162
398,Tereza KUBATOVA,CZE,23, -
399,Petra ADAMOVSKA,CZE,49, -
400,Jakub JEDLICKA,CZE,34, -
401,Karina BILKOVA,CZE,36, -
402,Katerina MATEJICKOVA,CZE,34, -
403,Radim HEJDUSEK,CZE,23, -
404,Adam SMIGA,CZE,26, -
405,Hana KRIZOVA,CZE,23, -
406,Jakub SKOCDOPOLE,CZE,24, -
407,Jiri CHURAVY,CZE,23, -
408,Natalie TUZOVA,CZE,22, -
409,Eliska NOVOTNA,CZE,22, -
410,Jan ZIMA,CZE,41, -
411,Oldrich KLAPAL,CZE,38, -
412,Sara URBANOVA,CZE,24, -
413,Roman SMIGA,CZE,56, -
414,Simon POTUCEK,CZE,23, -
415,Albert MUSIL,CZE,21, -
416,Aneta LOUZECKA,CZE,24, -
417,Nela TVRZNIKOVA,CZE,22, -
418,Karolina TABERYOVA,CZE,25, -
419,Jakub RAZEK,CZE,25, -
420,Krystof KOTYZ,CZE,22, -
421,Matyas POCHMAN,CZE,21, -
422,Klara HASKOVA,CZE,21, -
423,David URBASEK,CZE,38, -
424,Jakub NOVOTNÝ,CZE,35, -
425,Jakub DVORAK,CZE,30, -
426,Tereza CIBULKOVÁ,CZE,21, -
427,Ondřej BÍNA,CZE,24, -
428,Eliška HOBZOVÁ,CZE,20, -
429,Lukas DOLECEK,CZE,21, -
430,Jachym CINK,CZE,21, -
431,Tomáš LUKÁŠEK,CZE,23, -
432,Jan VOPAT,CZE,21, -
433,Marek JELIGA,CZE,20, 171
434,Michaela SMETANOVA,CZE,21, 165
435,Eliska BULENOVA,CZE,21, -
436,Alexandra GENDOVA,CZE,51, -
437,Nikola KRALIKOVA,CZE,20, -
438,Lucie PETROVA,CZE,24, -
439,Tomas DUCHON,CZE,32, -
440,Ondrej SLEZAK,CZE,21, -
441,Ondřej HAŠEK,CZE,23, -
442,Anna SEBESTIKOVA,CZE,24, -
443,Tereza SIRUCKOVA,CZE,21, -
444,Alexandra FRANKOVA,CZE,25, -
445,Stepan POTUCEK,CZE,23, -
446,Anna DEUSEROVA,CZE,22, -
447,Tomas SYCHA,CZE,47, -
448,Cenek BABACA,CZE,21, -
449,Marketa JANOSOVA,CZE,20, 159
450,Simona PROKESOVA,CZE,21, -
451,Lenka TOUZINOVA,CZE,20, -
452,Katerina STRANIK,CZE,34, -
453,Denisa MERCOVA,CZE,24, -
454,Martin MIKULEC,CZE,21, -
455,Jan MACHARACEK,CZE,24, -
456,Nikol CHOVANOVA,CZE,36, -
457,Patrik CHOVAN,CZE,38, -
458,Martin VANKO,CZE,36, -
459,Andrei KRIVONOS,UKR,51, -
460,Alexandr PAUKAEV,UKR,-, -
461,Andrey VEDENMEER,UKR,52, -
462,Serik KAZBEKOV,UKR,54, -
463,Olena RYEPKO,UKR,48, -
464,Nataliya PERLOVA,UKR,48, -
465,Maksym STYENKOVYY,UKR,41, -
466,Oleksandr SALIMOV,UKR,41, -
467,Sergii TOPISHKO,UKR,35, -
468,Oleksandr ZILINSKIY,UKR,45, -
469,Svitlana TUZHYLINA,UKR,42, -
470,Oleg POKUSAIEV,UKR,33, -
471,Valeriy KRYUKOV,UKR,37, -
472,Olexiy ZAYCHENKO,UKR,35, -
473,Igor TYAPKIN,UKR,37, -
474,Sergii KARPIN,UKR,45, -
475,Danyil BOLDYREV,UKR,32, -
476,Anton MARDASHOV,UKR,33, -
477,Nastasiya UVAROVA,UKR,43, -
478,Yaroslav GONTARYK,UKR,31, 166
479,Anastasiya ZAICHENKO,UKR,31, -
480,Volodymyr ZINCHENKO,UKR,30, -
481,Ievgeniia KAZBEKOVA,UKR,27, 164
482,Anastasia SHYMKOVA,UKR,27, -
483,Margaryta ZAKHAROVA,UKR,29, -
484,Fedir SAMOILOV,UKR,27, -
485,Oleksandra VOLKOVA,UKR,26, -
486,Yana LUGOVENKO,UKR,27, -
487,Kostiantyn PAVLENKO,UKR,25, 182
488,Alla MARENYCH,UKR,35, -
489,Daria BRYLOVA,UKR,26, -
490,Dmytro LYSENKO,UKR,24, -
491,Roman BATSENKO,UKR,29, 179
492,Oleksandr PAVLENKO,UKR,27, -
493,Mykyta LUKIANOV,UKR,26, -
494,Kostiantyn DMITRIIEV,UKR,26, -
