,Name,Country,Age,Height
214,Jie Yi TAN,MAS,25, -
215,Shin Yee CHEN,MAS,29, -
216,Low FRANCIS LOW KIEN SEONG,MAS,43, -
217,Marwan ALSHARIF,JOR,26, -
218,Maria Jose STRIEGL,AUS,40, -
219,Charbel BOU MAROUN,LBN,23, -
220,Betheny KREIKER,LBN,20, 155
221,Antoine ABOU NADER,LBN,37, 180
222,Vanessa RACHED,LBN,28, -
223,Andrea ARTEAGA VALVERDE,BOL,27, 157
224,Ana Gabriela ARAMBURO MIER,BOL,27, -
225,Alice HUON,BOL,31, 162
226,Rene Daniel ARAMAYO BAEZA,BOL,46, 171
227,Javier Leonardo ALIAGA NINA,BOL,21, -
228,Matthieu DUTRAY,KSA,51, -
229,Nafatika ASTUTI,INA,17, -
230,Tsany ALMA ARIELLA,INA,14, -
231,Naura JINAN SYARIFAH,INA,16, -
232,Manato KURASHIKI,JPN,17, -
233,Honoka ODA,JPN,18, -
234,Riku AKABANE,JPN,28, -
235,Thomas CHEAH,AUS,30, -
236,Justina CHAN,AUS,18, -
237,Annie MCDONNELL,AUS,16, -
238,Masoud ZEYNALI,IRI,40, -
239,Farzin GHAJARIE BANIEMAM,IRI,31, -
240,Ali SALIMIAN,IRI,23, -
241,Olivia BURGE,AUS,18, -
242,Andrew BURGE,AUS,16, -
243,Erasmus DARWIN,AUS,18, -
244,Carl BARONI,AUS,19, 168
245,Sturt BOLTIN,AUS,17, -
246,Tarni CAVANAGH,AUS,22, -
247,Luke STOCK,NZL,41, -
248,Jack NILES,NZL,23, -
249,Karyss ADAMS,NZL,33, -
250,Aj GOLDSMITH,NZL,20, -
251,Angus KIRK,NZL,39, -
252,Spencer MENZIES,NZL,34, 182
253,Lucy SINCLAIR,NZL,24, -
254,Joel SOH,AUS,26, -
255,Saeid HAJI BAGLOO,IRI,40, -
256,Renan DENARDO,BRA,27, 179
257,Khosro HASHEM ZADEH,AUS,33, -
258,Rui WANG,GUM,32, -
259,Allen LACTAOEN,GUM,29, 163
260,Noah BANEZ,GUM,28, 179
261,Victoria YSRAEL,GUM,32, 165
262,Quitugua MICHAEL,GUM,32, 167
263,Davi CARVALHO PERES,BRA,24, 182
264,Melquior SAVIOTTI,BRA,34, -
265,Georges GEDEON ACHI,LBN,33, -
266,Ana Carolina GUMURSKI DA ROCHA,BRA,27, -
267,Najla MOUFARREG DRUMMOND DE SÁ,BRA,37, -
268,Danilo DOS SANTOS CARUSO,BRA,25, -
269,Christian Josue ZUMBA RODRIGUEZ,ECU,23, -
270,Carmen Martina TOLEDO AULESTIA,ECU,18, -
271,Ardana CIKAL DAMARWULAN,INA,13, -
272,Dewi WULAN SARI,INA,48, -
273,Nanang SRIONO DAMARDONO,INA,50, -
274,Amaranta GUTIERREZ MAGUIÑA,PER,18, -
275,Zoe Camila GARRIDO CANTONI,PER,18, -
276,Ana Daniela ZEGARRA MAGUIÑA,PER,20, -
277,Nicole Valeria RAMIREZ VILCHEZ,PER,17, -
278,Mariano Andres MORON OLIVA,PER,23, -
279,Yaku Martin GALMEZ SUAREZ,PER,17, -
280,Leonardo Matias ANTUNEZ FIGUEROA,PER,19, -
281,Emilia CHANG VAN OORDT,PER,18, -
282,Sebastian MESIAS VASQUEZ,PER,18, -
283,John Brandon LAZO RIOS,PER,21, -
284,Javier YEVENES,CHI,26, 172
285,Maximo Dario LORGER,ARG,17, -
286,Malena TORREJON BOYADJIAN,ARG,18, -
287,Violeta TONINI,ARG,16, -
288,Joseph GIBBON,RSA,18, -
289,John STUCKEN,RSA,17, -
290,Samantha GOODWIN,RSA,17, -
291,Ornella PAPURELLO,ARG,18, -
292,Luca TURI,ARG,20, -
293,Dominique SWEENEY,RSA,17, -
294,Thomas BUSTAMANTE,ARG,19, -
295,Andres David RODRIGUEZ,ARG,31, -
296,Máxima FERNANDEZ PORTAL,ARG,18, 159
297,Tomas BRAVO,ARG,28, -
298,Luciana TONINI,ARG,42, -
299,Asael PEREZ,VEN,20, -
300,Emmanuel ONYANGO,UGA,25, -
301,Sheilla ABUKO,UGA,34, -
302,Patrick Joseph MALONEY,UGA,33, -
303,Jude EZEME,NGR,26, 171
304,David Dimas FREDRICK,NGR,28, 185
305,Nasir ABDULLAHI SAIDU,NGR,24, 172
306,Yusuf GARBA,NGR,19, 174
307,Victor BEKEWEI,NGR,25, -
308,Beready BERNARD,NGR,24, -
309,Rashidatu SOLOBEN,NGR,26, -
310,Oluwaseun Esther AGBOOLA,NGR,22, -
311,Augustine Olajuwon OGUDIPE,NGR,48, -
312,Victoria YUNES CASTAÑEDA,ARG,32, -
313,Macarena Del Valle SANCHEZ,ARG,32, -
314,Marian Kiara Luna MICHERI,ARG,18, -
315,María Lujan HERRERA,ARG,18, -
316,David Natanael VARELA,ARG,26, -
317,Ariel FLORES CHEUN,ARG,18, -
318,Marco TURI,ARG,17, -
319,Randa GEDEON,LBN,32, -
320,Put Long TSANG,HKG,26, -
321,Enzo André AÑEZ SUAREZ,BOL,17, 167
322,Chanique REINHARDT,RSA,28, -
323,Ethan VERNON,RSA,19, -
324,Seth DONALD,RSA,18, 178
325,Sofia PARRADO,COL,18, -
326,Victor ELLIS,RSA,17, -
327,Luke WESTMAN,RSA,18, -
328,Amani JANNAT,PAK,21, -
329,Saif UD DIN,PAK,31, -
330,Umar Bilal ZAFAR,PAK,18, -
331,Iqra JILANI,PAK,26, -
332,Fatmah GARY,KSA,24, -
333,Dana AL SALAH,KSA,23, -
334,Tahani ALGOUHI,KSA,25, -
335,Jeethandra SHETTY,IND,51, -
336,Waseem ABBAS,PAK,39, -
337,Sabrina BAUMGARTNER,VEN,18, -
338,Walter BAUMGARTNER,VEN,52, -
339,Waliu Oluwatosin AROGUNRE,NGR,36, -
340,Isabella GARCIA,COL,19, -
341,Saray GARCIA,COL,18, -
342,Violeta Sariri TORRES RUEDA,COL,21, -
343,Juan Sebastian TORRES SANTOS,COL,24, 162
344,Jimmy MORALES,COL,44, -
345,Miguel PULIDO,COL,19, -
346,Vincent BASSIL,LBN,26, -
347,Tonel BOTEZATU,ROU,23, -
348,Maria HERCIU,ROU,43, -
349,Ion Florin HERCIU,ROU,48, -
350,Stefan Liviu DOGARU,ROU,19, -
351,Ian MELVIN,AUS,46, -
352,Sebastian HJARSBECH,DEN,15, -
353,Maja BARTELS,DEN,17, -
354,Vilbert BORUP,DEN,14, -
355,Caroline ØSTERLUND,DEN,15, -
356,April PHIKAMPHON,DEN,15, -
357,Villads SKOVBJERG,DEN,19, -
358,Andreas KANARI,CYP,26, -
359,Aldrik BETHKE,GER,26, -
360,Tatjana WEISS,GER,25, 174
361,Lynn ROBICHON,NED,14, -
362,Mike BOCKINO,USA,42, -
363,Vincent VAN HAGE,NED,14, -
364,Finn Moritz FLEMMING,NOR,15, -
365,Tyra STORRØSTEN,NOR,14, -
366,Virginia VIGNAL,NOR,14, -
367,Viltautas POCIUS,LTU,13, 159
368,Demid PICHKA,UKR,13, -
369,Yevheniia KOLESNYK,UKR,13, -
370,Sofiia ROZHKO,UKR,17, -
371,Kateryna LABUNSKA,UKR,13, -
372,Oleksandr DOVHAN,UKR,17, -
373,Ausrine BALKAITYTE,LTU,35, -
374,Chua Jit An DENVER,SGP,14, -
375,Ho Yan Rui ANDREA,SGP,13, -
376,Pak LAUREN,SGP,14, -
377,Nishan Singh KEIRA,SGP,41, -
378,Valentina Sophia VON GUNTEN,SUI,13, -
379,Olivier HUISMAN,SUI,14, -
380,Yanik CHASSAIN,SUI,14, -
381,Jeff GOH CHEE SING,SGP,43, -
382,Ho YAN RUI ANDREA,SGP,13, -
383,Sofiane VIAL,SUI,15, -
384,Zuzanna LUBY,POL,14, -
385,Maciej OLEKSY,POL,14, -
386,Antoni MARCISZ,POL,14, -
387,Daria ZAJĄC,POL,14, -
388,Robert ZAJAC,POL,16, 182
389,Anna FALIEIVA,UKR,13, -
390,Anaïs GHISLAIN,BEL,14, -
391,Caecilia LEBRUN,BEL,14, -
392,Mirthe NUIJENS,BEL,14, -
393,Célestin COPPIETERS,BEL,13, -
394,Mathias TYCHON,BEL,14, 150
395,Artemii SIVASH,UKR,14, -
396,Jelizaveta KIRZNER,LTU,14, 151
397,Povilas Azuolas VAITKUS,LTU,14, -
398,Sophia Benedicta HAGE,INA,39, -
399,Laksmiari SARASWATI,INA,46, -
400,Steven HALIM,INA,35, -
401,Muhammad RIZALI UMARELLA,INA,48, -
402,Slamet WIDODO,INA,51, -
403,Kevin ARC,LUX,34, -
404,Antoine WULLUS,LUX,13, -
405,Glen TODD,AUS,23, 165
406,Chris ASTILL,AUS,46, 187
407,Sam JAKES,AUS,26, -
408,Angus TAYLOR,AUS,34, 175
409,Elrani Jr ALEGRE,AUS,24, -
410,Rani TESIRAM,AUS,26, -
411,Jason WHITER,AUS,47, -
412,Lune BOESCH,SUI,23, 168
413,Lucille BOLOMEY,SUI,40, -
414,Nikodem WODZYNSKI,POL,16, 169
415,Kamila KIERSZTYN,POL,14, 162
416,Natalia BIBRO,POL,16, -
417,Florin MIREA,ROU,27, -
418,Paul LAHAYE,NED,58, -
419,Luca CARRARINI,ITA,13, -
420,Jacopo TITI,ITA,13, -
421,Giorgio VILLA,ITA,13, -
422,Arianna MORTARINO,ITA,18, -
423,Ida HRISTOSKOVA,BUL,14, -
424,Kristian YONOV,BUL,29, -
425,Brigitte KÖHLER,BRA,54, -
426,Ciara LAWLER,IRL,17, -
427,Thomas NICKELS,IRL,19, -
428,Oscar LENEHAN,IRL,13, -
429,Philip MURPHY,IRL,25, -
430,Otto KRAVIK,EST,14, -
431,Markus VLASSOV,EST,14, -
432,Elly LEVIN,EST,13, -
433,Rainer RANDOJA,EST,19, -
434,Martin MÄNNISTE,EST,21, -
435,Anu HARK,EST,31, -
436,Maria Magdalena HEILING,EST,23, -
437,Mads HVID,DEN,29, -
438,Amie LERONDEL,FRA,14, -
439,Jeanne NORE,FRA,14, 163
440,Amélie DECLERCQ,FRA,14, -
441,Evan LEMAGNER,FRA,15, -
442,Noé SHANKLAND,FRA,14, -
443,Mathis DUTEURTRE,FRA,15, -
444,Aristide MADRY ALLEPAERTS,FRA,14, -
445,Sophia LONGCHAMBON,FRA,18, -
446,Julia KUHL,FRA,16, -
447,Sui Lin Renee TAN,MAS,24, -
448,Alicia LÓPEZ GARCÍA,ESP,13, -
449,Maia MARTÍNEZ GASOL,ESP,14, -
450,Eñaut USON POBES,ESP,14, -
451,Markos VAKONDIOS,GRE,14, -
452,Andreas STANITSAS,GRE,13, -
453,Anna GEROVASILI,GRE,14, 160
454,Filippos EFSTATHIADIS,GRE,16, 1
455,Angeliki MICHAILIDOU,GRE,13, -
456,Mat ARMITAGE,GBR,33, 156
457,Carlos FERREIRA GÓMEZ-VALADÉS,ESP,14, -
458,Andrés VILA ANDRÉS,ESP,15, 1
459,Paula HERNÁNDEZ CARBALLAR,ESP,13, -
460,Abril FARRÚS SORIANO,ESP,14, -
461,Ema TURSKÁ,SVK,13, -
462,Simona KURKOVÁ,SVK,31, -
463,Anastasios ZOULOUMIS,GRE,13, -
464,Florence NUTTALL,GBR,14, -
465,Imogen LILLEY,GBR,14, -
466,Isaac SUTTON,GBR,14, -
467,Kaitlynn FLETCHER,GBR,15, -
468,Louie CAWLEY,GBR,14, -
469,Sam RIGBY,GBR,16, -
470,Seren WILLS,GBR,14, -
471,Tom BOUWKNEGT,GBR,14, 172
472,Vilho TALVISALMI,FIN,14, -
473,Juho ANTTILA,FIN,14, -
474,Oiva LAAKSO,FIN,19, -
475,Tirzah PIERIK,NED,13, -
476,Simon TSE,NED,15, -
477,Olivia OGIER,USA,23, 167
478,Thomas LIN,USA,17, -
479,Logan MINER,USA,17, -
480,Lucas VALES,USA,17, -
481,Allegra MAGUIRE,SWE,28, -
482,Alyssa KEANINI,USA,17, -
483,Kaitlyn GUAY,USA,21, -
484,Madeleine HAFERLING,USA,15, -
485,Yaroslava PASHCHUK,UKR,17, -
486,Laura DI MAURO_OLD,ITA,39, -
487,Ming Shu GAN,TPE,27, 172
488,Noam GOLDIN,AND,27, -
489,Guillermo MARTÍNEZ,AND,31, -
490,Maddi AGIRRE ZUBELDIA,ESP,16, -
491,Aleksandra KAMENARSKA,BUL,13, -
492,Olivia KISTMACHER,GER,13, -
493,Ida STAPELBERG,GER,14, -
494,Marta LATINAC,CRO,14, -
495,Anders WIGGERUD,SWE,54, -
496,Jana BOJANIC,SRB,14, -
497,Milena CASETTA,SRB,13, 148
498,Simone CASETTA,SRB,42, -
499,Martim LOPES,POR,14, -
500,Antoni KALINOWSKI,POL,15, -
501,Luisa HAID,AUT,14, -
502,Lara HASELWANTER,AUT,14, -
503,Julian LEITNER,AUT,13, -
504,Anja MAIR,AUT,13, -
505,Felix MAYER-TOLLINGER,AUT,13, -
506,Joel STACH,AUT,14, -
507,Boglárka MOLNÁR,HUN,16, -
508,Leon FÜRSTNER,HUN,13, -
509,Lili FISCHER,HUN,14, -
510,Attila SZÁSZ,HUN,13, -
511,Tamás Zoltán AGÓCS,HUN,34, -
512,Karolina Júlia VIZI,HUN,31, -
513,Péter PATRÓ,HUN,42, -
514,Balázs ERDÉLYI,HUN,41, -
515,Júlia TAMÁS,HUN,34, -
516,László Gergely TORMA,HUN,39, -
517,Michael PRINCE,USA,64, 187
518,Zeena YAKHOUT,JOR,12, -
519,Yousef BISHER,JOR,10, -
520,Yasmeen WAHDAN,JOR,12, -
521,Selena IBRAHIM,JOR,10, -
522,Casey BRADY,USA,40, -
523,Aleksandar DRAZHEV,BUL,13, -
524,Frantisek RYS,CZE,45, -
525,Stefan KIRCHEV,BUL,14, 160
526,Darian DUKA,CRO,13, -
527,Lucijan PULJEK,CRO,14, -
528,Nora MLADENOVIĆ,CRO,16, -
529,David RADOVČIĆ,CRO,15, -
530,Maja CIESIELSKA,POL,16, -
531,Jaz WATSON,CAN,27, -
532,Tom HEALY,GBR,19, 179
533,Luke TURNER,GBR,21, 172
534,Adam PAYNE,USA,53, -
535,Addie HUGEN,USA,31, -
536,Ahmad Seyar RAHIMI,USA,18, -
537,Andrew MARTINEZ,USA,27, -
538,Ashley COLBURN,USA,35, -
539,Ashley PRITCHARD,USA,23, -
540,Braden SHOOP,USA,35, -
541,Brittany CHADBOURNE,USA,26, -
542,Caleb COWAN,USA,31, -
543,Collin MCSPIRIT,USA,29, -
544,Daliya HANSEN,USA,21, -
545,Daniel MEDINA,USA,63, -
546,Derek KENNEY,USA,42, -
547,Dillen MAURER,USA,30, -
548,Dylan RETSEK,USA,50, -
549,Emily MAHER,USA,29, -
550,Fuzzy POLAK,USA,37, -
551,Ian GLEASON,USA,43, -
552,Jacob THOMPSON,USA,30, -
553,Jake FRANK,USA,25, -
554,Jeffrey MELLENTHIN,USA,55, 177
555,Kali PAULING,USA,32, -
556,Karalyn SPURR,USA,33, -
557,Katherine GUARINO,USA,29, -
558,Kimberly WALTERS,USA,37, -
559,Lana HILL,USA,20, -
560,Laura HEATON,USA,40, -
561,Leah GROSJEAN,USA,35, -
562,Linn POSTON,USA,16, -
563,Michael PIERCE,USA,54, -
564,Natalie SULLIVAN,USA,29, -
565,Oliver CARNAZZO,USA,25, -
566,Ruchir KHAITAN,USA,31, -
567,William HASTINGS,USA,23, -
568,Madeleine PALMER,USA,49, -
569,Foltynova MARKETA,CZE,24, -
570,Yuval RAM,ISR,14, -
571,Lia AMIRAN,ISR,13, -
572,Aluma BRAND,ISR,13, -
573,Yuval OVADIA,ISR,13, -
574,Elyasaf LANEL,ISR,14, -
575,Carmel PERLMAN,ISR,14, -
576,Kevin BOLUSI,CAN,27, -
577,Dmytro KRAVCHENKO,UKR,19, 179
578,Changsheng LAI,CHN,20, -
579,Junfei WEI,CHN,19, -
580,Zihao GUO,CHN,24, -
581,Yutao DENG,CHN,18, -
582,Yawen MI,CHN,21, -
583,Jingyu LI,CHN,20, -
584,Yongshan HUANG,CHN,16, -
585,Xinyue SHI,CHN,19, -
586,Adela BODANSKA,CZE,14, -
587,Vanda CHALOUPKOVA,CZE,14, -
588,Mia MIGALOVA,CZE,13, -
589,Alice SINDLAROVA,CZE,14, -
590,Timotej CERMAK,CZE,14, -
591,Filip LEBLOCH,CZE,15, -
592,Vaclav SVOBODA,CZE,14, -
593,Adam PAAR,CZE,13, -
594,Tereza MARTINCOVA,CZE,16, -
595,Tina BOBNAR,SLO,14, -
596,Tia BRNOT MRAK,SLO,13, -
597,Lovro TOMAŽIN,SLO,13, -
598,Martin STANOVNIK,SLO,13, -
599,Vid ORLČNIK,SLO,15, -
600,Nicolas SABIA,CAN,29, -
601,Yeva STIENKOVA,UKR,13, -
602,Cindy ZINGLEMAN,USA,42, -
603,Carly PROPPE,CAN,25, -
604,Matoi FUTAHASHI,JPN,16, -
605,Kanako FUTAHASHI,JPN,48, -
606,Kenichi NODA,JPN,46, -
607,Maho SHIGA,JPN,45, -
608,Misuzu TADANOBU,JPN,29, -
609,Moritz GOLLER,AUT,16, -
610,Mael BERNIER,FRA,18, -
611,Meshi BAJGIELMAN,ISR,34, -
612,Igor Jean SILVA MESQUITA,BRA,33, 185
613,Jakub VLČEK,SVK,22, -
614,Daniel ŠTANCEL,SVK,17, -
615,Dominik HAJDÚCH,SVK,16, -
616,Hannah SIEBER,SUI,14, -
617,Dalibor JOŠKO,SVK,51, -
618,Zuzana BERNAŤÁKOVÁ,SVK,42, -
619,Antonio CURIEL ESPONERA,ESP,33, -
620,Maja JUŚCIŃSKA,POL,13, -
621,Mihnea CIOBOTARU,ROU,17, -
622,George-Valentin STĂNCESCU,ROU,43, -
623,George-Valentin STĂNCESCU,ROU,43, -
624,Jonas WAGNER,GER,17, -
625,Laurin BECKER,GER,14, -
626,Marlon RODZIS,GER,15, -
627,Luca SCHUCK,GER,15, -
628,Čupka ĽUBOŠ,SVK,38, -
629,Marek DUČÁK,SVK,43, -
630,Petra SMARŽOVÁ,SVK,34, -
631,Fruzsina Hajnalka BAGDÁCS,HUN,28, -
632,Andrea LOCATELLI,ITA,13, -
633,Cristian-Ioan ENE,ROU,14, -
634,Leonardo DONOLA,ITA,13, -
635,Rocco DAL LAGO,ITA,14, -
636,Carolina GRADASCHI,ITA,13, -
637,Leonora LUCARELLI,ITA,13, -
638,Virginia BRESOLIN,ITA,13, -
639,Giorgia ZANETTI,ITA,14, -
640,Caterina PAZZAGLIA,ITA,16, -
641,Pietro FRANZONI,ITA,13, -
642,Nicola MILANESE,ITA,50, -
643,Sólon Thorberg HELGASON,ISL,18, 176
644,Garðar Logi BJÖRNSSON,ISL,17, -
