,Name,Country,Age,Height
49,Alexander KOSTERIN,RUS,37, -
50,Alexander PESHEKHONOV,RUS,45, -
51,Dmitrii SHARAFUTDINOV,RUS,37, -
52,Anatoly SKRIPOV,RUS,36, -
53,Ekaterina KIPRIIANOVA,RUS,34, -
54,Evgenii VAITSEKHOVSKII,RUS,38, -
55,Stanislav LOBZOV,RUS,39, -
56,Yana CHERESHNEVA,RUS,35, -
57,Alexander STEPANOV,RUS,34, -
58,Rustam GELMANOV,RUS,36, -
59,Mikhail CHERNIKOV,RUS,39, -
60,Alina GAIDAMAKINA,RUS,33, -
61,Kseniya POLEKHINA,RUS,34, -
62,Sergey ABDRAKHMANOV,RUS,34, -
63,Evgenii ZAZULIN,RUS,32, -
64,Arman TER-MINASYAN,RUS,32, -
65,Vadim TIMONOV,RUS,31, -
66,Dinara FAKHRITDINOVA,RUS,31, 152
67,Aleksei SHCHERVIANIN,RUS,35, -
68,Anna ZAIKINA,RUS,31, -
69,Galina TERENTEVA,RUS,34, -
70,Yury NOVITSKIY,RUS,35, -
71,Anna TSYGANOVA,RUS,30, -
72,Stanislav KOKORIN,RUS,34, -
73,Ekaterina NOVITSKAIA,RUS,32, -
74,Artem SAVELYEV,RUS,29, -
75,Nataliia STEPANOVA,RUS,30, -
76,Nikita SUYUSHKIN,RUS,29, -
77,Aleksey RUBTSOV,RUS,35, 178
78,Mikhail KOCHETKOV,RUS,41, -
79,Yuliya LEVOCHKINA,RUS,34, -
80,Mariia KRASAVINA,RUS,33, -
81,Georgy DERKACHEV,RUS,33, -
82,Evgenii KALASHNIKOV,RUS,31, -
83,Sergei LUZHETSKII,RUS,28, -
84,Arsenii SHEVCHENKO,RUS,34, -
85,Irina KUZMENKO,RUS,28, 171
86,Vsevolod ILINYKH,RUS,30, -
87,Sergei SKORODUMOV,RUS,28, -
88,Artem PETRAKOV,RUS,32, -
89,Anna MARGOLINA,RUS,28, -
90,Georgy ARTAMONOV,RUS,27, -
91,Dmitrii FAKIRIANOV,RUS,29, 171
92,Anastasiia GOLIKOVA,RUS,26, -
93,Yury TAKZHANOV,RUS,37, -
94,Egor KRYACHKOV,RUS,28, -
95,Daria MALYSHEVA,RUS,27, -
96,Vladislav DEULIN,RUS,30, -
97,Evgeniya LAPSHINA,RUS,27, -
98,Dana GILEMKHANOVA,RUS,28, -
99,Roman KOSTIAKOV,RUS,48, -
100,Mikhail SAPAROV,RUS,53, -
101,Sergei BYDTAEV,RUS,27, -
102,Anna EMETS,RUS,28, -
103,Dmitrii TIMOFEEV,RUS,31, -
104,Artem KHABIBULLIN,RUS,30, -
105,Danil ZAKIROV,RUS,27, -
106,Ruslan FAIZULLIN,RUS,28, -
107,Aleksandr SHIKOV,RUS,27, -
108,Iuliia KAPLINA,RUS,31, -
109,Maksim DIACHKOV,RUS,26, -
110,Daria KAN,RUS,25, -
111,Vadim MALSHCHUKOV,RUS,26, -
112,Anastasia MANUYLOVA,RUS,25, -
113,Mariia MUSIENKO,RUS,26, -
114,Vladislav MYZNIKOV,RUS,26, -
115,Elena TIMOFEEVA,RUS,27, -
116,Iuliia PANTELEEVA,RUS,25, -
117,Svetlana MOTOVILOVA,RUS,28, -
118,Lev RUDATSKIY,RUS,25, -
119,Anton SVIRIDOV,RUS,26, -
120,Vlas GAVRILOV,RUS,34, -
121,Sergei SERGEEV,RUS,67, 176
122,Arseniy KUPCHIK,RUS,29, -
123,Alexander PIRATINSKIY,RUS,79, -
124,Liubov STEPANOVA,RUS,57, -
125,Olga KUSHCH,RUS,27, -
126,Valentina ANTONENKO,RUS,25, -
127,Elizaveta IVANOVA,RUS,24, 172
128,Pavel KALUGIN,RUS,25, -
129,Valeriia DERIABINA,RUS,25, -
130,Fedor TRUKHANOV,RUS,26, -
131,Sergey SIGOV,RUS,67, -
132,Yury SKURLATOV,RUS,82, -
133,Armen TER-MINASIAN,RUS,62, -
134,Liubov ZAKHAROVA,RUS,62, -
135,Ekaterina BARASHCHUK,RUS,25, -
136,Nikolai MICHUROV,RUS,24, -
137,Daniil KORNIETCKII,RUS,25, -
138,Ilia POPOV,RUS,24, -
139,Irina VARIK,RUS,23, -
140,Konstantin GORLENKO,RUS,25, -
141,Petr ZEMLIAKOV,RUS,23, -
142,Elena KRASOVSKAIA,RUS,24, 169
143,Denis DIACHKOV,RUS,24, -
144,Arsenii BOGOMOLOV,RUS,28, -
145,Viktoriia MESHKOVA,RUS,23, 161
146,Luiza EMELEVA,RUS,24, -
147,Aleksei CHERTOV,RUS,66, -
148,Larisa BYCHKOVSKAYA,RUS,64, -
149,Andrei SUSHKOV,RUS,39, -
150,Ilia SITKIN,RUS,24, -
151,Timur YAMALIEV,RUS,24, -
152,Aleksandr SHILOV,RUS,30, -
153,Svetlana CHISTIAKOVA,RUS,52, -
154,Yuri STAROVOYTOV,RUS,27, -
155,Karina GAREEVA,RUS,22, -
156,Polina GOREVA,RUS,23, -
157,Roman BOZHKO,RUS,23, -
158,Daniil SHIRIAEV,RUS,23, -
159,Oleg BUSHIN,RUS,23, -
160,Igor BARSKII,RUS,26, -
161,Elena PAUKOVA,RUS,27, -
162,Aleksei IAKUSHEV,RUS,24, -
163,Nikolai IARILOVETS,RUS,25, -
164,Mariia YURINA,RUS,23, -
165,Georgii MOROZOV,RUS,24, -
166,Darina GALAGANOVA,RUS,22, -
167,Maria SARSADSKIKH,RUS,27, -
168,Grigorii PESTOV,RUS,23, -
169,Irina SABITOVA,RUS,26, -
170,Vladislav SHEVCHENKO,RUS,25, -
171,Semen OVCHINNIKOV,RUS,22, 172
172,Sofiia KESSEL,RUS,21, -
173,Polina KULAGINA,RUS,22, -
174,Daria FURMANOVA,RUS,21, -
175,Daria VERETENINA,RUS,23, -
176,Elizaveta TROKINA,RUS,22, -
177,Violetta CHERNYKH,RUS,23, -
178,Oleg ANTONOV,RUS,27, -
179,Polina AKSENOVA,RUS,22, -
180,Dmitry GOLOV,RUS,25, -
181,Veronika VOLKOVA,RUS,37, -
182,Elizaveta LAPENKOVA,RUS,25, -
183,Dmitrii POPOV,RUS,26, -
184,Vera MALAMID,RUS,72, -
185,Timofei KARPOV,RUS,22, -
186,Andrei SMYK,RUS,23, -
187,Ilia DANILIN,RUS,23, -
188,Milena VOLOCHKO,RUS,22, -
189,Anastasiia EVGENEVA,RUS,23, -
190,Igor BOBRENEV,RUS,22, -
191,Kseniia PROKOFEVA,RUS,24, -
192,Daria KUZNETSOVA,RUS,23, -
193,Almaz NAGAEV,RUS,23, -
194,Anton KULBA,RUS,22, 174
195,Elena REMIZOVA,RUS,23, -
196,Sergei RUKIN,RUS,24, -
197,Valeriia SLOBODCHIKOVA,RUS,21, -
198,Danil OGORODNIKOV,RUS,22, -
199,Daria LEZHNINA,RUS,26, -
200,Polina LUKASHEVA,RUS,21, -
201,Galina KUZMINA,RUS,78, -
202,Viacheslav VOLKOV,RUS,22, -
203,Vladislav TERLEEV,RUS,24, -
204,Oleg PEYSAKHOVICH,RUS,27, -
205,Elizaveta GOFMAN,RUS,20, -
206,Kirill IUDIN,RUS,21, -
207,Serafima SUBBOTINA,RUS,21, -
208,Egor DULUB,RUS,23, -
209,Svetlana SHAROVA,RUS,31, -
210,Alena PASHNINA,RUS,22, -
211,Dmitrii BRAGIN,RUS,22, -
212,Kseniia KRIVOSHEEVA,RUS,24, -
213,Vladimir ZAKHAROV,RUS,20, -
214,Alexsandr SEREBRENNIKOV,RUS,23, -
215,Aleksandr KHRAMTCOV,RUS,23, -
216,Daria POTAPOVA,RUS,21, -
217,Iuliia PANFILOVA,RUS,21, -
218,Kamilla KUSHAEVA,RUS,21, -
219,Mikhail BABICHEV,RUS,21, -
220,Kseniia PETROVA,RUS,25, -
221,Vasily ABDURAKHMANOV,RUS,26, -
222,Demyan ZAYTSEV,RUS,25, -
223,Evgeny KUZIN,RUS,21, -
224,Olesya PROSEKOVA,RUS,25, -
225,Anastasia KURMACHEVA,RUS,22, -
226,Iana GULSTEN,RUS,22, -
227,Svetlana SERGEEVA,RUS,21, -
228,Artemii DERBYSHEV,RUS,22, -
229,Sergei TIUPYSHEV,RUS,23, -
230,Ivan ZEMLIAKOV,RUS,21, -
231,Pavel DANILOV,RUS,25, -
232,Denis KARPIKOV,RUS,25, -
233,Svetlana TIULIUSH,RUS,59, -
234,Dmitrii KOSTIN,RUS,22, -
235,Iuliia OVCHINNIKOVA,RUS,21, -
236,Konstantin MITIN,RUS,33, -
237,Nikolai MOROZOV,RUS,29, -
238,Eduard DAUKAEV,RUS,22, -
239,Tagir IZMAILOV,RUS,28, -
240,Igor GUSAK,RUS,51, -
241,Artem KOSKOV,RUS,21, -
242,Anastasiia VOLKOVA,RUS,21, -
243,Aleksey ZVEREV,RUS,20, -
244,Danil PUDRIKOV,RUS,24, -
245,Sofiia KUZAKOVA,RUS,20, -
246,Marina SIUTKINA,RUS,20, -
247,Alisa LESHKINA,RUS,20, -
248,Sofia POMYKALOVA,RUS,20, -
249,Maksim RYZHOV,RUS,20, -
250,Sergei EKIMOV,RUS,21, -
251,Varvara BUT,RUS,24, -
252,Danila UKOLOV,RUS,21, -
253,Kirill BELIANKIN,RUS,19, -
254,Alexandra IVSHINA,RUS,19, -
255,Sofia IVANOVA,RUS,27, -
256,Dmitry ZADOYA,RUS,26, -
257,Anastasia CHELMAKINA,RUS,26, -
258,Alexandr MEZYAEV,RUS,21, -
259,Vladislav LITVINOV,RUS,23, -
260,Leonid LITVINOV,RUS,21, -
261,Varvara PANASINA,RUS,22, -
262,Ekaterina CHEREDNICHENKO,RUS,19, -
263,Dmitrii TUNOSHENSKII,RUS,20, -
264,Egor BABICHEV,RUS,21, -
265,Elena MATIAK-IABLUCHKINA,RUS,20, -
266,Kirill POLEVOI,RUS,19, -
267,Lev SHCHERBAKOV,RUS,19, -
268,Daniil LISICHENKO,RUS,25, -
269,Maxim SEMENOV,RUS,39, -
270,Ilgam MAKHMUTOV,RUS,38, -
271,Daria GARKINA,RUS,21, -
272,Maksim MAIOROV,RUS,29, -
273,Timur ABDURASHITOV,RUS,42, -
274,Egor GOLUBTSOV,RUS,20, -
275,Mariia PLIASKINA,RUS,20, -
276,Marta VODILOVA,RUS,20, -
277,Iurii KOVALEV,RUS,20, 173
278,Maria FISEYSKAYA,RUS,20, -
279,Mayya BASANETS,RUS,24, -
280,Alexandre DEVAUD,SUI,51, -
281,Andy LAUBER,SUI,46, -
282,Andrea LIETHA,SUI,-, -
283,Christoph VONAESCH,SUI,56, -
284,Christian ZWAHLEN,SUI,49, -
285,Didier BERTHOLD,SUI,42, -
286,David GISLER,SUI,44, -
287,Johnny SCHELKER,SUI,56, -
288,Reto HÄNGGI,SUI,55, -
289,Robert REHNELT,SUI,59, -
290,Pirmin SCHEUBER,SUI,37, -
291,Hanspeter SIGRIST,SUI,64, -
292,Lara ALLET,SUI,47, -
293,Christian SCHLEGEL,SUI,63, -
294,Jean-Luc ZILTENER,SUI,60, -
295,Alex WYDLER,SUI,47, -
296,Sebastian STUPPAN,SUI,41, -
297,Christof LOOSER,SUI,48, -
298,Nadine BASIEUX,SUI,39, -
299,Loïc GAIDIOZ,SUI,40, -
300,Alec BRONITZ,BEL,52, -
301,Johan MUS,BEL,54, -
302,Jan VERSCHOTEN,BEL,-, -
303,Oliver COENEN,BEL,-, -
304,Muriel SARKANY,BEL,49, -
305,Nathalie HANSSENS,BEL,39, -
306,Stephane HANSSENS,BEL,37, -
307,Chloé GRAFTIAUX,BEL,36, -
308,Raphael FERNANDEZ,BEL,38, -
309,Nicolas FARCY,BEL,40, -
310,Sébastien BERTHE,BEL,30, -
311,Lukas GEUKENS,BEL,29, -
312,Loïc TIMMERMANS,BEL,29, -
313,Anak VERHOEVEN,BEL,27, -
314,Chloe CAULIER,BEL,27, 166
315,Antoine KAUFFMANN,BEL,30, -
316,Simon LORENZI,BEL,27, 168
317,Thomas SALAKENOS,BEL,30, -
318,Nicolas COLLIN,BEL,26, 179
319,Celine CUYPERS,BEL,25, -
320,Christophe DEPOTTER,BEL,52, -
321,Elfe CLAES,BEL,24, -
322,Rob DENAYER,BEL,26, -
323,Tijl SMITZ,BEL,43, -
324,Patti SCHOCKAERT,BEL,63, -
325,Arnaud ANSION,BEL,26, -
326,Heloïse DOUMONT,BEL,25, 159
327,Elodie ORBAEN,BEL,40, -
328,Olivier ROUQUETTE,BEL,40, -
329,Didier MOTTART,BEL,45, -
330,Liselotte DE BRUYN,BEL,35, -
331,Cathinka TILBORGHS,BEL,24, -
332,Laure-Anne STEVENS,BEL,23, -
333,Lukas FRANCKAERT,BEL,24, -
334,Merlin MATHEYS,BEL,24, -
335,Harold PEETERS,BEL,24, -
336,Sven LEMPEREUR,BEL,25, -
337,Louis DEBRULLE,BEL,23, -
338,Peter CUYPERS,BEL,65, -
