,Athlete,Athlete_Country,Rank,Event_Name,Discipline,Category
0, Andreas BAND ,GER,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AU-1 (Arm Amputee)
1, Kevin BARTKE ,GER,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AU-2 (Forearm Amputee)
2, Gabriele SCORSOLINI ,ITA,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men visual impairment B1
3, Francisco Javier AGUILAR AMOEDO ,ESP,2,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men visual impairment B1
4, Giulio CEVENINI ,ITA,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men visual impairment B2
5, Simone SALVAGNIN ,ITA,2,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men visual impairment B2
6, Razvan NEDU ,ROU,3,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men visual impairment B2
7, John CHURCHER ,GBR,4,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men visual impairment B2
8, Florin Alin ANA ,ROU,5,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men visual impairment B2
9, Roland KÖCHL ,AUT,6,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men visual impairment B2
10, Hans Ewald GRILL ,AUT,7,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men visual impairment B2
11, Lorenzo MAJOR ,ITA,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AL-1 (seating)
12, Christian HASELGRUBER ,AUT,2,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AL-1 (seating)
13, Michele_old MAGGIONI ,ITA,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AL-2
14, Frederik LEYS ,BEL,2,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AL-2
15, Urko CARMONA BARANDIARAN ,ESP,3,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AL-2
16, Thomas MEIER ,GER,4,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AL-2
17, Albert GUARDIA FERRER ,ESP,5,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AL-2
18, Hassan MIRZAHOSSEINI ,IRI,6,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AL-2
19, Phillip MITCHELL ,GBR,7,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AL-2
20, Martin HEALD  ,GBR,8,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AL-2
21, Günther GRAUSAM ,GER,9,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AL-2
22, Omar AL KHATIB ,ITA,10,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AL-2
23, Josh SENIOR ,GBR,11,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AL-2
24, Keith LYNCH ,GBR,12,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men AL-2
25, Nils HELSPER ,GER,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP1
26, Florian SINGER ,GER,2,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP1
27, Korbinian FRANCK ,GER,3,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP1
28, Fedde BENEDICTUS ,NED,4,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP1
29, Gian Matteo RAMINI ,ITA,5,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP1
30, Simon TAUDES ,AUT,6,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP1
31, Behnam KHALAJI ,IRI,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP2
32, Alessio CORNAMUSINI ,ITA,2,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP2
33, Michael FÜCHSLE ,GER,3,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP2
34, Bostian HALAS ,AUT,4,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP2
35, Gregor SELAK ,SLO,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP3
36, Juan Pipo GIL BLANCO ,ESP,2,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP3
37, Manikandan KUMAR ,IND,2,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP3
38, Dave BOWES ,GBR,4,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP3
39, Peter KUNZE ,GER,5,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP3
40, Mehdi PAHNAVAR ,IRI,6,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP3
41, Daniel WIENER ,AUT,7,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Men RP3
42, Melinda VIGH ,HUN,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Women AU-2 (Forearm Amputee)
43, Isabella WALSH ,GBR,2,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Women AU-2 (Forearm Amputee)
44, Tanja GLUSIC ,SLO,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Women visual impairment B2
45, Alessandra MAMMI ,ITA,2,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Women visual impairment B2
46, Martina PELLANDRA ,ITA,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Women visual impairment B3
47, Gabriele FRÖHLICH ,AUT,2,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Women visual impairment B3
48, Joanna WATERTON ,GBR,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Women AL-2
49, Hannah BALDWIN ,GBR,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Women RP1
50, Friederike TAUTZ ,GER,2,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Women RP1
51, Sandra POLLAK ,AUT,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Women RP2
52, Renske NUGTER ,NED,2,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Women RP2
53, Tiziana PAOLINI ,ITA,1,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Women RP3
54, Jasmin PLANK ,AUT,2,Paraclimbing Master (L) - Imst (AUT) 2017,lead,Women RP3
55, Kevin BARTKE ,GER,1,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AU-2 (Forearm Amputee)
56, Ismael Ewan SÁNCHEZ MCILROY ,ESP,2,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AU-2 (Forearm Amputee)
57, Andreas BAND ,GER,3,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AU-2 (Forearm Amputee)
58, Francisco Javier AGUILAR AMOEDO ,ESP,1,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men visual impairment B2
59, Matteo STEFANI ,ITA,2,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men visual impairment B2
60, Giulio CEVENINI ,ITA,3,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men visual impairment B2
61, Simone SALVAGNIN ,ITA,4,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men visual impairment B2
62, Razvan NEDU ,ROU,5,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men visual impairment B2
63, Raul SIMON FRANCO ,ESP,6,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men visual impairment B2
64, John CHURCHER ,GBR,7,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men visual impairment B2
65, Florin Alin ANA ,ROU,8,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men visual impairment B2
66, Gabriele SCORSOLINI ,ITA,9,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men visual impairment B2
67, Marc OLLER ASTORT ,ESP,10,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men visual impairment B2
68, Urko CARMONA BARANDIARAN ,ESP,1,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AL-2
69, Julien GASC ,FRA,2,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AL-2
70, Albert GUARDIA FERRER ,ESP,3,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AL-2
71, Phillip MITCHELL ,GBR,4,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AL-2
72, Frederik LEYS ,BEL,5,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AL-2
73, Iván GERMÁN PASCUAL ,ESP,6,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AL-2
74, Michele_old MAGGIONI ,ITA,7,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AL-2
75, Martin HEALD  ,GBR,8,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AL-2
76, Matan BERMAN ,ISR,9,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AL-2
77, Hassan MIRZAHOSSEINI ,IRI,10,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AL-2
78, Günther GRAUSAM ,GER,11,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AL-2
79, Omar AL KHATIB ,ITA,12,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AL-2
80, Thomas MEIER ,GER,12,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AL-2
81, Josh SENIOR ,GBR,14,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men AL-2
82, Nils HELSPER ,GER,1,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP1
83, Mor Michael SAPIR ,ISR,2,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP1
84, Louis Gabriel PEREZ ,FRA,3,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP1
85, Korbinian FRANCK ,GER,4,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP1
86, Sebastian DEPKE ,GER,5,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP1
87, Gian Matteo RAMINI ,ITA,5,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP1
88, Lorenzo MAJOR ,ITA,7,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP1
89, Serge LAURENCIN ,FRA,1,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP2
90, Nimrod MUGZACH ,ISR,2,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP2
91, Michael FÜCHSLE ,GER,3,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP2
92, Florian SINGER ,GER,4,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP2
93, Roy LEMKE ,CAN,5,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP2
94, Mathieu BESNARD ,FRA,1,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP3
95, Michael CLEVERDON ,GBR,2,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP3
96, Gregor SELAK ,SLO,3,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP3
97, Dave BOWES ,GBR,4,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP3
98, Mehdi PAHNAVAR ,IRI,5,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP3
99, Juan Pipo GIL BLANCO ,ESP,6,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP3
100, Daniel BAR DAVID ,ISR,7,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP3
101, Manikandan KUMAR ,IND,8,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP3
102, Peter KUNZE ,GER,9,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Men RP3
103, Roxane HEILI ,FRA,1,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Women visual impairment B3
104, Tanja GLUSIC ,SLO,2,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Women visual impairment B3
105, Martina PELLANDRA ,ITA,3,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Women visual impairment B3
106, Sabine LADEL ,FRA,4,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Women visual impairment B3
107, Alessandra MAMMI ,ITA,5,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Women visual impairment B3
108, Melinda VIGH ,HUN,1,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Women RP2
109, Hannah BALDWIN ,GBR,2,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Women RP2
110, Isabella WALSH ,GBR,3,Paraclimbing Cup (L) - Briançon (FRA) 2017,lead,Women RP2
111, Kevin BARTKE ,GER,1,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men AU-2 (Forearm Amputee)
112, Matthew PHILLIPS ,GBR,2,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men AU-2 (Forearm Amputee)
113, Ismael Ewan SÁNCHEZ MCILROY ,ESP,3,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men AU-2 (Forearm Amputee)
114, Matteo STEFANI ,ITA,1,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men visual impairment B2
115, Justin SALAS ,USA,2,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men visual impairment B2
116, Francisco Javier AGUILAR AMOEDO ,ESP,3,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men visual impairment B2
117, John CHURCHER ,GBR,4,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men visual impairment B2
118, Giulio CEVENINI ,ITA,5,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men visual impairment B2
119, Raul SIMON FRANCO ,ESP,6,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men visual impairment B2
120, Razvan NEDU ,ROU,7,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men visual impairment B2
121, Florin Alin ANA ,ROU,8,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men visual impairment B2
122, Julien GASC ,FRA,1,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men AL-2
123, Iván GERMÁN PASCUAL ,ESP,2,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men AL-2
124, Phillip MITCHELL ,GBR,3,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men AL-2
125, Frederik LEYS ,BEL,4,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men AL-2
126, Albert GUARDIA FERRER ,ESP,5,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men AL-2
127, Matan BERMAN ,ISR,6,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men AL-2
128, Urko CARMONA BARANDIARAN ,ESP,7,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men AL-2
129, Martin HEALD  ,GBR,8,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men AL-2
130, Günther GRAUSAM ,GER,9,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men AL-2
131, Josh SENIOR ,GBR,10,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men AL-2
132, Keith LYNCH ,GBR,11,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men AL-2
133, Phillip KAMINSKI ,USA,12,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men AL-2
134, Mor Michael SAPIR ,ISR,1,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP1
135, Nils HELSPER ,GER,2,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP1
136, Sebastian DEPKE ,GER,3,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP1
137, Fedde BENEDICTUS ,NED,4,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP1
138, Lorenzo MAJOR ,ITA,5,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP1
139, Nive PORAT ,ISR,1,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP2
140, Peter KUNZE ,GER,2,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP2
141, Nimrod MUGZACH ,ISR,3,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP2
142, Serge LAURENCIN ,FRA,4,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP2
143, Michael FÜCHSLE ,GER,5,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP2
144, Roy LEMKE ,CAN,6,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP2
145, Mathieu BESNARD ,FRA,1,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP3
146, Gregor SELAK ,SLO,2,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP3
147, Michael CLEVERDON ,GBR,3,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP3
148, Juan Pipo GIL BLANCO ,ESP,4,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP3
149, Daniel BAR DAVID ,ISR,5,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP3
150, Manikandan KUMAR ,IND,6,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP3
151, Bostian HALAS ,AUT,7,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Men RP3
152, Tanja GLUSIC ,SLO,1,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women visual impairment B3
153, Martina PELLANDRA ,ITA,2,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women visual impairment B3
154, Alessandra MAMMI ,ITA,3,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women visual impairment B3
155, Sabine LADEL ,FRA,4,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women visual impairment B3
156, Roxane HEILI ,FRA,5,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women visual impairment B3
157, Maureen BECK ,USA,1,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women RP2
158, Hannah BALDWIN ,GBR,2,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women RP2
159, Anita AGGARWAL ,GBR,3,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women RP2
160, Melinda VIGH ,HUN,4,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women RP2
161, Pavitra VANDENHOVEN ,BEL,5,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women RP2
162, Isabella WALSH ,GBR,6,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women RP2
163, Renske NUGTER ,NED,7,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women RP2
164, Elodie ORBAEN ,BEL,1,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women RP3
165, Jillian YATSKO ,USA,2,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women RP3
166, Lucie JARRIGE ,FRA,3,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women RP3
167, Joanna WATERTON ,GBR,4,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women RP3
168, Jasmin PLANK ,AUT,5,Paraclimbing Cup (L) - Edinburgh (GBR) 2017,lead,Women RP3
169, Matthew PHILLIPS ,GBR,1,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men AU-2 (Forearm Amputee)
170, Kevin BARTKE ,GER,2,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men AU-2 (Forearm Amputee)
171, Ismael Ewan SÁNCHEZ MCILROY ,ESP,3,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men AU-2 (Forearm Amputee)
172, Andreas BAND ,GER,4,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men AU-2 (Forearm Amputee)
173, Simone SALVAGNIN ,ITA,1,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men visual impairment B2
174, Francisco Javier AGUILAR AMOEDO ,ESP,2,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men visual impairment B2
175, John CHURCHER ,GBR,3,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men visual impairment B2
176, Yasunori YAMAZAKI ,JPN,4,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men visual impairment B2
177, Raul SIMON FRANCO ,ESP,5,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men visual impairment B2
178, Giulio CEVENINI ,ITA,6,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men visual impairment B2
179, Iván GERMÁN PASCUAL ,ESP,1,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men AL-2
180, Julien GASC ,FRA,2,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men AL-2
181, Albert GUARDIA FERRER ,ESP,3,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men AL-2
182, Frederik LEYS ,BEL,4,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men AL-2
183, Urko CARMONA BARANDIARAN ,ESP,5,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men AL-2
184, Josh SENIOR ,GBR,6,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men AL-2
185, Keith LYNCH ,GBR,7,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men AL-2
186, Mor Michael SAPIR ,ISR,1,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men RP1
187, Nils HELSPER ,GER,2,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men RP1
188, Korbinian FRANCK ,GER,3,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men RP1
189, Louis Gabriel PEREZ ,FRA,4,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men RP1
190, Sebastian DEPKE ,GER,5,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men RP1
191, Nimrod MUGZACH ,ISR,1,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men RP2
192, Michael FÜCHSLE ,GER,2,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men RP2
193, Bostian HALAS ,AUT,3,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men RP2
194, Florian SINGER ,GER,3,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men RP2
195, Roy LEMKE ,CAN,5,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men RP2
196, Mathieu BESNARD ,FRA,1,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men RP3
197, Michael CLEVERDON ,GBR,2,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men RP3
198, Gregor SELAK ,SLO,3,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men RP3
199, Juan Pipo GIL BLANCO ,ESP,4,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men RP3
200, Manikandan KUMAR ,IND,5,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Men RP3
201, Tanja GLUSIC ,SLO,1,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Women visual impairment B2
202, Sabine LADEL ,FRA,2,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Women visual impairment B2
203, Roxane HEILI ,FRA,3,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Women visual impairment B2
204, Hannah BALDWIN ,GBR,1,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Women RP2
205, Anita AGGARWAL ,GBR,2,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Women RP2
206, Melinda VIGH ,HUN,3,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Women RP2
207, Isabella WALSH ,GBR,4,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Women RP2
208, Pavitra VANDENHOVEN ,BEL,5,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Women RP2
209, Lucie JARRIGE ,FRA,1,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Women RP3
210, Joanna WATERTON ,GBR,2,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Women RP3
211, Jasmin PLANK ,AUT,3,Paraclimbing Cup (L) - Sheffield (GBR) 2017,lead,Women RP3
212, Kokoro FUJII ,JPN,1,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
213, Haibin QU ,CHN,2,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
214, Yoshiyuki OGATA ,JPN,3,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
215, Zida MA ,CHN,4,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
216, Khosro HASHEMZADEH ,IRI,5,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
217, Yufei PAN ,CHN,6,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
218, Ahmadreza SOLGI ,IRI,7,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
219, Ka-chun YAU ,HKG,8,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
220, Joonha SHIN ,KOR,9,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
221, Dichong HUANG ,CHN,10,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
222, Amri AMRI ,INA,11,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
223, Davoud RAKABI ,IRI,12,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
224, Mohammadali AGHADAVOUDI ,IRI,13,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
225, Artyom DEVYATERIKOV ,KAZ,14,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
226, Cheung-chi Shoji CHAN ,HKG,15,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
227, Reza KOLASANGIAN ,IRI,16,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
228, Chi-fung AU ,HKG,17,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
229, Amirhamzeh POURSHAFIE ,IRI,18,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
230, Huda Wardana AKBAR ,INA,19,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
231, Sajjad MOSTAJABODDAVEH ,IRI,20,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
232, Keita WATABE ,JPN,21,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
233, Winai RUANGRIT ,THA,22,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
234, Chua DENNIS ,SGP,23,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
235, Nikita DEVYATERIKOV ,KAZ,24,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
236, Abolfazl HASSANPOUR ,IRI,25,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
237, Tomoa NARASAKI ,JPN,26,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
238, Alexey PANFILOV ,KAZ,27,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
239, Hei-yeung LAM ,HKG,28,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
240, Thattana RAKSACHAT ,THA,29,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
241, Pouriya RASOOLI ,IRI,30,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
242, Yeu-shiang CHANG ,TPE,31,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
243, Alexey MOLCHANOV ,KAZ,32,Asian Continental Championships - Tehran (IRI) 2017,lead,Men
