,Athlete,Athlete_Country,Rank,Event_Name,Discipline,Category
5012, Rebecca FRANGOS ,CAN,38,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5013, Isabel GIFFORD ,USA,39,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5014, Alyssa WEBER ,CAN,39,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5015, Madison RICHARDSON ,CAN,41,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5016, Babette ROY ,CAN,41,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5017, Lily CANAVAN ,USA,43,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5018, Rong JIANG ,CHN,43,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5019, Sienna KOPF ,USA,43,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5020, Heeyeon PARK ,KOR,43,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5021, Johanna HOLFELD ,GER,47,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5022, Hung Ying LEE ,TPE,48,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5023, Lucia DÖRFFEL ,GER,49,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5024, Maggie HAMMER ,USA,49,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5025, Aya ONOE ,JPN,49,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5026, Tiba VROOM ,NED,49,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5027, Anna KELLY ,USA,53,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5028, Luana RISCADO ,BRA,54,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5029, Gabby LAMPNER ,USA,55,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5030, Maddy MORRIS ,USA,55,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5031, Thais Makino SHIRAIWA ,BRA,55,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5032, Hoi-ying TO ,HKG,58,IFSC Climbing Worldcup (B) - Vail (USA) 2018,boulder,Women
5033, Jakob SCHUBERT ,AUT,1,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5034, Romain DESGRANGES ,FRA,2,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5035, Tomoa NARASAKI ,JPN,3,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5036, Stefano GHISOLFI ,ITA,4,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5037, Max RUDIGIER ,AUT,5,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5038, Hyunbin MIN ,KOR,6,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5039, Domen SKOFIC ,SLO,7,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5040, Yuki HADA ,JPN,8,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5041, Alexander MEGOS ,GER,9,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5042, Kokoro FUJII ,JPN,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5043, Hannes PUMAN ,SWE,11,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5044, Shuta TANAKA ,JPN,12,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5045, Loïc TIMMERMANS ,BEL,13,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5046, Minoru NAKANO ,JPN,14,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5047, Luka POTOCAR ,SLO,15,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5048, Taisei HOMMA ,JPN,16,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5049, Sascha LEHMANN ,SUI,17,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5050, Yannick FLOHÉ ,GER,18,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5051, Yoshiyuki OGATA ,JPN,19,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5052, Gautier SUPPER ,FRA,20,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5053, Georg PARMA ,AUT,21,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5054, Hanwool KIM ,KOR,22,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5055, Jan HOJER ,GER,23,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5056, Thomas JOANNES ,FRA,24,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5057, Kai LIGHTNER ,USA,25,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5058, Jernej KRUDER ,SLO,26,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5059, Martin BERGANT ,SLO,27,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5060, Arsène DUVAL ,FRA,28,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5061, Kai HARADA ,JPN,29,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5062, Sean BAILEY ,USA,30,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5063, Hidemasa NISHIDA ,JPN,31,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5064, Jorg VERHOEVEN ,NED,32,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5065, William BOSI ,GBR,33,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5066, Mikhail CHERNIKOV ,RUS,33,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5067, Aleksey RUBTSOV ,RUS,33,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5068, Francesco VETTORATA ,ITA,36,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5069, Filip SCHENK ,ITA,37,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5070, Dimitri VOGT ,SUI,38,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5071, Marcello BOMBARDI ,ITA,39,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5072, Yuval SHEMLA ,ISR,40,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5073, Simon LORENZI ,BEL,41,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5074, Javier CANO BLAZQUEZ ,ESP,42,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5075, Rudolph RUANA ,USA,42,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5076, Vladislav SHEVCHENKO ,RUS,44,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5077, Sangwon SON ,KOR,45,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5078, Fedir SAMOILOV ,UKR,46,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5079, Nimrod MARCUS ,ISR,47,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5080, Haibin QU ,CHN,48,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5081, Rustam GELMANOV ,RUS,49,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5082, Obed HARDMEIER ,SUI,50,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5083, Milan PRESKAR ,SLO,51,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5084, James POPE ,GBR,52,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5085, Nicolas COLLIN ,BEL,53,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5086, Lucas UCHIDA ,CAN,54,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5087, Florian KLINGLER ,AUT,55,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5088, Marco MÜLLER ,SUI,56,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5089, Stephane HANSSENS ,BEL,57,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5090, Campbell HARRISON ,AUS,58,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5091, Jakub KONECNY ,CZE,59,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5092, Christoph HANKE ,GER,60,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5093, Philipp MARTIN ,GER,61,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5094, Josh LEVIN ,USA,62,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5095, Jonatan FLOR VAZQUEZ ,ESP,63,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5096, Michael PICCOLRUAZ ,ITA,64,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5097, Maciej DOBRZANSKI ,POL,65,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5098, Martin TEKLES ,GER,66,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5099, Vojtech TROJAN ,CZE,67,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5100, Szymon PECIKIEWICZ ,POL,68,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5101, Timothy KANG ,USA,69,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5102, Keita DOHI ,JPN,70,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5103, Jerome GONZÁLEZ GUTIÉRREZ ,ESP,70,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5104, Stefano CARNATI ,ITA,72,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5105, Sven LEMPEREUR ,BEL,73,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5106, Dylan CHUAT ,SUI,74,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5107, Sébastien BERTHE ,BEL,75,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5108, Eric LOPEZ MATEOS ,ESP,76,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5109, Cesar GROSSO ,BRA,77,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5110, Yufei PAN ,CHN,78,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5111, Sergii TOPISHKO ,UKR,79,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5112, Bittor ESPARTA FRADE ,ESP,80,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5113, Sergio PASTOR MARTÍNEZ ,ESP,81,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5114, Or MINIELY ,ISR,82,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5115, Tom GAUQUELIN ,FRA,83,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5116, Tomas BINTER ,CZE,84,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5117, Nao MONCHOIS ,FRA,85,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5118, Philipp GEISENHOFF ,SUI,86,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5119, Ruben FIRNENBURG ,GER,87,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5120, Julien CLÉMENCE ,SUI,88,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5121, Galo HERNANDEZ ,ECU,89,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5122, Carlos Felipe GRANJA LOPEZ ,ECU,90,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5123, Stefan BEDNAR ,SVK,91,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Men
5124, Janja GARNBRET ,SLO,1,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5125, Jessica PILZ ,AUT,2,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5126, Jain KIM ,KOR,3,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5127, Manon HILY ,FRA,4,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5128, Akiyo NOGUCHI ,JPN,5,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5129, Miho NONAKA ,JPN,6,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5130, Mei KOTAKE ,JPN,7,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5131, Ashima SHIRAISHI ,USA,8,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5132, Tjasa KALAN ,SLO,9,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5133, Anne-sophie KOLLER ,SUI,9,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5134, Vita LUKAN ,SLO,9,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5135, Julia CHANOURDIE ,FRA,12,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5136, Aya ONOE ,JPN,13,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5137, Mia KRAMPL ,SLO,14,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5138, Julia FISER ,AUT,15,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5139, Hannah SCHUBERT ,AUT,16,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5140, Tina Johnsen HAFSAAS ,NOR,17,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5141, Futaba ITO ,JPN,18,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5142, Mina MARKOVIC ,SLO,19,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5143, Christine SCHRANZ ,AUT,20,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5144, Michelle HULLIGER ,SUI,21,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5145, Yuki HIROSHIGE ,JPN,22,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5146, Seuran HAN ,KOR,23,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5147, Stasa GEJO ,SRB,24,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5148, Petra KLINGLER ,SUI,25,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5149, Iuliia PANTELEEVA ,RUS,26,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5150, Anak VERHOEVEN ,BEL,27,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5151, Katharina POSCH ,AUT,28,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5152, Mathilde BECERRA ,FRA,29,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5153, Magdalena RÖCK ,AUT,30,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5154, Ekaterina KIPRIIANOVA ,RUS,31,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5155, Salomé ROMAIN ,FRA,32,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5156, Nikki VAN BERGEN ,NED,33,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5157, Katherine CHOONG ,SUI,34,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5158, Zoé EGLI ,SUI,35,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5159, Ievgeniia KAZBEKOVA ,UKR,35,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5160, Lamu RENQING ,CHN,37,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5161, Nolwen BERTHIER ,FRA,38,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5162, Minseon KIM ,KOR,39,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5163, Urska REPUSIC ,SLO,40,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5164, Lana SKUSEK ,SLO,41,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5165, Elena KRASOVSKAIA ,RUS,42,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5166, Giorgia TESIO ,ITA,43,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5167, Silvia CASSOL ,ITA,44,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5168, Nolwenn ARC ,FRA,45,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5169, Hung Ying LEE ,TPE,45,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5170, Claudia GHISOLFI ,ITA,47,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5171, Laura ROGORA ,ITA,48,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5172, Emily PHILLIPS ,GBR,49,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5173, Jara SPÄTE ,SUI,50,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5174, Erina MIURA ,JPN,51,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5175, Heloïse DOUMONT ,BEL,52,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5176, Alma BESTVATER ,GER,53,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5177, Sofya YOKOYAMA ,SUI,54,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5178, Chloe CAULIER ,BEL,55,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5179, Celine CUYPERS ,BEL,56,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5180, Evgeniia MALAMID ,RUS,57,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5181, Rebecca FRANGOS ,CAN,58,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5182, Andrea KÜMIN ,SUI,58,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5183, Martina ZANETTI ,ITA,60,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5184, Maggie HAMMER ,USA,61,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5185, Tiffany MELIUS ,AUS,61,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5186, Olivia CAMPTON-SMITH ,AUS,63,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5187, Andrea ROJAS ,ECU,64,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",lead,Women
5188, Aleksandr SHIKOV ,RUS,1,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5189, Aleksandr SHILOV ,RUS,2,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5190, Danyil BOLDYREV ,UKR,3,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5191, Bassa MAWEM ,FRA,4,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5192, Kostiantyn PAVLENKO ,UKR,5,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5193, Jinxin LI ,CHN,6,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5194, Guillaume MORO ,FRA,7,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5195, Reza ALIPOUR SHENAZANDIFARD ,IRI,8,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5196, Michael FINN-HENRY ,USA,9,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5197, Penghui LIN ,CHN,10,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5198, Dmitrii TIMOFEEV ,RUS,11,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5199, Stanislav KOKORIN ,RUS,12,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5200, Marcin DZIENSKI ,POL,13,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5201, Alessandro SANTONI ,ITA,14,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5202, Leonardo GONTERO ,ITA,15,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5203, Lev RUDATSKIY ,RUS,16,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5204, Ludovico FOSSALI ,ITA,17,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5205, Jan KRIZ ,CZE,18,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5206, Gian Luca ZODDA ,ITA,19,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5207, Pierre REBREYEND ,FRA,20,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5208, Lukas KNAPP ,AUT,21,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5209, Qixin ZHONG ,CHN,22,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5210, Carlos GRANJA ,ECU,23,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5211, Jacopo STEFANI ,ITA,24,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5212, Ruslan FAIZULLIN ,RUS,25,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5213, Matthias ERBER ,AUT,26,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5214, Oleksandr PAVLENKO ,UKR,27,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5215, Stanislao ZAMA ,ITA,28,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5216, Arsenii BOGOMOLOV ,RUS,29,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5217, Yoshiyuki OGATA ,JPN,30,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5218, Kai HARADA ,JPN,31,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5219, Ihor ROBOTA ,UKR,32,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5220, Kai LIGHTNER ,USA,33,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5221, Michael PICCOLRUAZ ,ITA,34,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5222, Ihor TIAPKIN ,UKR,35,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5223, Yufei PAN ,CHN,36,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5224, Filip SCHENK ,ITA,37,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5225, Christoph HANKE ,GER,38,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5226, Artem HLUSHKO ,UKR,39,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5227, Rudolph RUANA ,USA,40,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5228, Javier CANO BLAZQUEZ ,ESP,41,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5229, Josh LEVIN ,USA,42,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5230, Maciej DOBRZANSKI ,POL,43,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5231, Eric LOPEZ MATEOS ,ESP,44,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5232, William BOSI ,GBR,45,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5233, Jernej KRUDER ,SLO,46,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5234, Dimitri VOGT ,SUI,47,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5235, Simon LORENZI ,BEL,48,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5236, Ruben FIRNENBURG ,GER,49,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5237, Jonatan FLOR VAZQUEZ ,ESP,50,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5238, Aleksey RUBTSOV ,RUS,51,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5239, Sergio PASTOR MARTÍNEZ ,ESP,52,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5240, Cesar GROSSO ,BRA,53,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5241, Bittor ESPARTA FRADE ,ESP,54,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5242, Jerome GONZÁLEZ GUTIÉRREZ ,ESP,55,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5243, Griffin BARROS-KING ,USA,56,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5244, Hanwool KIM ,KOR,57,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5245, Szymon PECIKIEWICZ ,POL,58,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5246, Luka POTOCAR ,SLO,59,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5247, Lucas UCHIDA ,CAN,60,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5248, Alexander MEGOS ,GER,61,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
5249, Philipp MARTIN ,GER,62,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",speed,Men
