,Name,Country,Age,Height
120,Teyha ROGERS,CAN,24, -
121,Will JOHNSON,CAN,42, -
122,Kin Wah LAI,CAN,37, -
123,Lia WIECKOWSKI,CAN,26, -
124,Scott WILLIAMS,CAN,38, -
125,Annie CHOUINARD,CAN,44, -
126,Tosh SHERKAT,CAN,25, -
127,Rahul SAPRA,CAN,26, -
128,Roy LEMKE,CAN,53, -
129,Madison RICHARDSON,CAN,22, 168
130,Paige BOKLASCHUK,CAN,22, -
131,Isiah DESJARLAIS,CAN,26, -
132,Spencer HEBB,CAN,24, -
133,Matt WRIGHT,CAN,25, -
134,Aidan DOYLE,CAN,22, -
135,Tyson MARTINO,CAN,23, -
136,Manon MACKASEY,CAN,23, -
137,Laurence ETHIER,CAN,36, -
138,Eric ST ONGE,CAN,36, -
139,Emilie PELLERIN,CAN,34, -
140,Marie-Audrey MURPHY,CAN,32, -
141,Elina AVRAMOVA,CAN,36, -
142,Dana MONTEITH,CAN,23, -
143,David TRUDEAU,CAN,23, -
144,Victor BAUDRAND,CAN,21, 175
145,Zoe BEAUCHEMIN,CAN,24, -
146,Guy MCNAMEE,CAN,21, 177
147,Kindar MCNAMEE,CAN,21, -
148,Aggy ST-JACQUES,CAN,23, -
149,Babette ROY,CAN,22, -
150,Indiana CHAPMAN,CAN,21, 158
151,Riley GALLOWAY,CAN,20, -
152,Owen GAMBLING,CAN,21, -
153,Brennan DOYLE,CAN,20, -
154,Alexandre CLOSSET,CAN,25, -
155,Samuel BOUCHARD,CAN,23, -
156,Sonya COLLIANDER,CAN,21, -
157,Neelanjay ANTHWAL,CAN,23, -
158,Hugo VALENCE,CAN,21, -
159,Sophie VALENCE,CAN,22, -
160,Zachary MATHIEU,CAN,23, -
161,Samuel DEXTRAZE,CAN,26, -
162,Stephanie CHOW,CAN,21, -
163,Ethan HOFFMAN,CAN,21, -
164,Benjamin NEWMAN,CAN,21, -
165,Yinki YING,CAN,22, -
166,Jacob LAUZON,CAN,25, -
167,Nathaneal TREMBLAY,CAN,23, -
168,Genevieve PHIPPS,CAN,21, -
169,Lola RABINOVITCH,CAN,22, -
170,Emile LEVESQUE,CAN,21, -
171,Ethan WYETT,CAN,22, -
172,Aurelie HUPPE,CAN,22, -
173,Mateo GUITARD,CAN,21, -
174,Dries DI ROSA,CAN,21, -
175,Maxim BOISVERT,CAN,25, -
176,Megan BOKENFOHR,CAN,21, -
177,Brielle ZACHARIAS,CAN,21, -
178,Thea CHAPMAN,CAN,21, -
179,Caitlyn WILLIAMS,CAN,23, -
180,Patrick LABELLE,CAN,33, -
181,Jakob ELLIOTT,CAN,25, -
182,Hugo DORVAL,CAN,20, -
183,Julia BUNKO,CAN,23, -
184,Alex WHITE,CAN,22, -
185,Allyson BERGERON,CAN,24, -
186,Kye WOTTON,CAN,26, -
187,Christian CORE,CAN,49, -
188,Sean FAULKNER,CAN,23, -
189,Beatrix EVANS,CAN,23, -
190,Ivan LUO,CAN,25, 170
191,Devin WONG,CAN,23, -
192,Hunter LASTIWKA,CAN,23, -
193,Alexis BINDER,CAN,20, -
194,Emi TAKASHIBA,CAN,19, -
195,Mateja VUKOJEVIC,CAN,20, -
196,Tj FOLEY,CAN,20, -
197,Jaxson MACDONALD,CAN,20, -
198,Jeff THOMSON,CAN,63, -
199,Len CHONG,CAN,50, -
200,B. C. HANEY,USA,-, -
201,Chris BLOCH,USA,52, -
202,Cary CARMICHAEL,USA,44, -
203,Doug ENGLEKIRK,USA,62, -
204,Dale GODDARD,USA,-, -
205,Kenny MATYS,USA,-, -
206,Sydney MCNAIR,USA,38, -
207,Daniel WOODS,USA,34, -
208,Meagan MARTIN,USA,34, -
209,Carlo TRAVERSI,USA,36, -
210,Alex PUCCIO,USA,34, -
211,Brian ANTHEUNISSE,USA,32, -
212,Sasha DIGIULIAN,USA,31, -
213,Josh LEVIN,USA,30, -
214,Sierra BLAIR-COYLE,USA,30, -
215,Meg COYNE,USA,33, -
216,Kyle OWEN,USA,33, -
217,Cicada JENERIK,USA,30, -
218,Michaela KIERSCH,USA,29, -
219,Suzu JEFFERY,USA,31, -
220,Matt LONDREY,USA,33, -
221,Andrew LAMB,USA,29, -
222,Alex FRITZ,USA,30, -
223,Noah RIDGE,USA,30, -
224,Delaney MILLER,USA,29, -
225,Joseph GIFFORD,USA,29, -
226,Audrey SNIEZEK,USA,52, -
227,Danielle ROGAN,USA,28, -
228,Zoe STEINBERG,USA,27, -
229,Nicholas MILBURN,USA,29, -
230,Thomas PITZEL,USA,29, -
231,Collier SKINN,USA,28, -
232,Nicholas PICARELLA,USA,28, -
233,Molly GAYNOR,USA,29, -
234,Kerry SCOTT,USA,27, -
235,Josh LARSON,USA,38, -
236,Austin GEIMAN,USA,37, -
237,Lila NEAHRING,USA,30, -
238,Kayla LIEUW,USA,27, -
239,Marisa ROMERO,USA,26, -
240,Katherine LAMB,USA,26, -
241,Sean BAILEY,USA,28, 163
242,Solomon BARTH,USA,26, -
243,Benisaac TRESCO,USA,27, -
244,Brendan MITCHELL,USA,27, -
245,Michael O'ROURKE,USA,29, -
246,Vasya VOROTNIKOV,USA,37, -
247,Ronald DICKSON,USA,36, -
248,Cole SKINNER,USA,26, -
249,Jesse GRUPPER,USA,27, 180
250,Kyra CONDIE,USA,28, 162
251,Claire BUHRFEIND,USA,25, -
252,Grace MCKEEHAN,USA,25, -
253,Margo HAYES,USA,26, -
254,John BROSLER,USA,27, 179
255,Michael RETOFF,USA,26, -
256,Connor EVERTON,USA,28, -
257,Claire BRESNAN,USA,26, -
258,Benjamin HANNA,USA,25, -
259,Martin KUHNEL,USA,26, -
260,Hannah TOLSON,USA,26, -
261,Erica MEISTER,USA,25, -
262,Bimini HORSTMANN,USA,25, -
263,Audrey MILLER,USA,24, -
264,Jenna WANG,USA,25, -
265,Melina COSTANZA,USA,24, 167
266,Max HAMMER,USA,25, -
267,Nicholas ROMERO,USA,25, -
268,Megan MASCARENAS,USA,26, -
269,Lisa CHULICH,USA,32, -
270,Peter DIXON,USA,37, -
271,Claudiu VIDULESCU,USA,50, -
272,Kai LIGHTNER,USA,24, -
273,Rudolph RUANA,USA,24, -
274,Brian HUANG,USA,26, -
275,Sidney TRINIDAD,USA,25, -
276,Shane MESSER,USA,38, -
277,Joel ZERR,USA,39, -
278,Nathaniel COLEMAN,USA,27, 182
279,Maureen BECK,USA,37, -
280,Jillian BUKOSKI,USA,31, -
281,Bonnie DENIS,USA,46, -
282,William LOWARY,USA,38, -
283,Wendy ONG,USA,42, -
284,Adam PAYNE,USA,53, -
285,Connor KING,USA,27, -
286,Amanda WOOTEN,USA,25, -
287,Jordan ROMIG,USA,29, -
288,Austin HANSEL,USA,26, -
289,Gentry COLE,USA,25, -
290,Lucas KEPL,USA,23, -
291,Kim MITCHELL,USA,48, -
292,Lily CANAVAN,USA,25, -
293,Brett WALKER,USA,25, -
294,Shawn RABOUTOU,USA,26, -
295,Peter ERARD,USA,35, -
296,Christopher SMITH,USA,38, -
297,Lauren BAIR,USA,22, -
298,Noah BRATSCHI,USA,23, 184
299,Dalton BUNKER,USA,27, -
300,Joseph DIAZ,USA,27, -
301,Joe GOODACRE,USA,23, -
302,Clay GORDON,USA,22, -
303,Natalia GROSSMAN,USA,22, 162
304,Justin HALL,USA,24, -
305,Arabella JARIEL,USA,22, -
306,Raffaele LEO,USA,26, -
307,Ariana MATHEWS,USA,24, -
308,Maddy MORRIS,USA,26, -
309,Luke MUEHRING,USA,26, -
310,Victoria PERKINS,USA,26, -
311,Brooke RABOUTOU,USA,23, 158
312,Ashima SHIRAISHI,USA,23, 155
313,Bobby TAFT - PITTMAN,USA,24, -
314,Devin WONG,USA,23, -
315,Meghan MCDONALD,USA,41, -
316,Tyson SCHOENE,USA,47, -
317,Juliana PRICE,USA,26, -
318,Sarah PEARCE,USA,26, -
319,Will ANGLIN,USA,35, -
320,Palmer LARSEN,USA,28, -
321,Alex PEARLSTEIN,USA,25, -
322,Jonathon GONZALEZ,USA,33, -
323,Tristan CHEN,USA,27, -
324,Maya MADERE,USA,25, 168
325,Emily ZIFFER,USA,33, -
326,Molly RENNIE,USA,39, -
327,Ahmed TOURE,USA,33, -
328,Jessica SPORTE,USA,36, -
329,Kareemah BATTS,USA,43, -
330,Molly FERRIS,USA,32, -
331,Esha MEHTA,USA,34, -
332,Jasmine RASKAS,USA,30, -
333,Amy MULLINS,USA,25, 152
334,Ian VALLEJO,USA,25, -
335,Colin TORPEY,USA,33, -
336,James SCHERI,USA,39, -
337,Bill CASSON,USA,35, 175
338,Nathaniel WOOGEN,USA,32, -
339,Shawn STURGIS,USA,37, -
340,Andrew LEE,USA,14, -
341,Denver LA MONT,USA,27, -
342,Julia TALBOT,USA,24, -
343,Michael FINN-HENRY,CAN,24, 193
344,Andrew CHAO,USA,38, -
345,Phillip KAMINSKI,USA,35, -
346,Brett MUELLER,USA,34, -
347,Kristina ERICSON,USA,29, -
348,Steve BOLIEK,USA,26, -
349,Jennifer GOLD,USA,32, -
350,Stephanie CHEN,USA,46, -
351,Bob MULLILNS,USA,60, -
352,Nathan PRICE,USA,30, -
353,Popowski DANNY,USA,30, -
354,Christopher WORSDALE,USA,28, -
355,Remi ARATA,USA,27, -
356,John WILDER,USA,27, -
357,Samuel DAULTON,USA,31, -
358,Benjamin ROA,USA,26, -
359,Amos LEE,USA,30, -
360,Casey ELLIOTT,USA,29, -
361,Jennifer KNALL,USA,33, -
362,Julianna JIMREIVAT,USA,29, -
363,Mikayla TOUGAS,USA,25, -
364,Anne KAVALERCHIK,USA,29, -
365,Cara WIEBALK,USA,28, -
366,Gabrielle TOURTELLOTTE,USA,27, 177
367,Angela STROUD,USA,28, -
368,Jennifer DE LA TORRE,USA,35, -
369,Sienna KOPF,USA,22, 174
370,Ross FULKERSON,USA,23, 183
371,Georgia BANK,USA,24, -
372,Sam STRUTHERS,USA,24, -
373,Megan LYNCH,USA,26, 167
374,Charles BARRON,USA,26, -
375,Carlos PERALTA,USA,25, -
376,Sami SINGLETON,USA,21, -
377,Jenny JIANG,USA,22, -
378,Devin HAMMONDS,USA,23, -
379,Zachary WILSON,USA,23, -
380,Sophia KWON,USA,24, -
381,Joseph CATAMA,USA,24, -
382,Nathan WITHEY,USA,26, -
383,Riley OGIER,USA,23, -
384,Luke RODLEY,USA,22, -
385,Joshua MUEHRING,USA,22, -
386,Griffin BARROS-KING,USA,22, -
387,Piper KELLY,USA,24, -
388,Bryce HIDDING,USA,24, -
389,Benjamin HAMMER,USA,25, -
390,Nicholas STRONG,USA,27, -
391,Zack DICRISTINO,USA,49, -
392,Charlie SCHREIBER,USA,30, -
393,Chauncey CARROLL,USA,32, -
394,Alexis MASCARENAS,USA,31, -
395,Ryan COPELAND,USA,30, -
396,Kyle STRUTHERS,USA,25, -
397,Isabel GIFFORD,USA,25, 170
398,Laurel MELTON,USA,25, -
399,Dominick SPERNAZA,USA,29, -
400,Lesley LADLAD,USA,41, -
401,Alexandra KIEFUS,USA,24, -
402,Isabel BARRIENTOS,USA,23, -
403,Laili COUPER,USA,23, -
404,Caroline BRODY,USA,22, -
405,Simon HIBBELER,USA,25, -
406,Grace DIGIORGIO,USA,22, -
407,Merritt ERNSBERGER,USA,24, 173
408,Emerson NAIRON,USA,25, -
409,Jillian YATSKO,USA,31, -
410,Amanda BROWNSTEIN,USA,23, -
411,Jessica FECANIN,USA,21, -
412,Dinah MARCUSON,USA,20, -
413,Quinn MASON,USA,21, -
414,Allie NISHI,USA,22, -
415,Nekaia SANDERS,USA,20, 159
416,Mia BAWENDI,USA,21, -
417,Kiara PELLICANE-HART,USA,20, -
418,Emma WETSEL,USA,21, -
419,Marielle HORSTMANN,USA,20, -
420,Amelia MARCUSON,USA,22, -
421,Helen STEPHENS,USA,21, -
422,Justin SALAS,USA,31, -
423,Skylar SMITH,USA,24, -
424,Stefan FELLNER,USA,23, 178
425,Zach GALLA,USA,24, 168
426,Coulter HOLDEN,USA,23, -
427,Colin WILLS,USA,22, -
428,Colin DUFFY,USA,20, 170
429,Connor HERSON,USA,20, -
430,Anthony LESIK,USA,20, -
431,Charlie OSBORNE,USA,22, -
432,Cody STEVENSON,USA,20, -
433,Zander WALLER,USA,20, 182
434,Jordan FISHMAN,USA,21, -
435,Darren SKOLNIK,USA,21, 170
436,Chad TEST,USA,22, -
437,Dylan DUREGGER,USA,21, -
438,Ethan FREUDENHEIM,USA,21, -
439,Domingo JONES,USA,21, -
440,Bates ROSIE,USA,33, -
441,Kody ALSADI,USA,35, -
442,Emma PALMER,USA,23, -
443,Izabela NOWAK,USA,22, -
444,Audrey JOHNSON,USA,22, -
445,Timothy KANG,USA,25, 180
446,Nathaniel SURMA,USA,22, -
447,Emiliano ESPINOSA-DOMINGUEZ,USA,21, -
448,Matt FULTZ,USA,33, -
449,Blair LISA,USA,59, -
450,Maggie HAMMER,USA,22, -
451,Lisa HAMMER,USA,54, -
452,Jess WALKER,USA,26, -
453,Eric JEROME,USA,25, -
454,Raymond HANSEN,USA,27, -
455,Gabby LAMPNER,USA,22, -
456,Anna KELLY,USA,26, -
457,Daniel BEALL,USA,35, -
458,Keenan TAKAHASHI,USA,32, -
459,Carrie COOPER,USA,45, -
460,Thea WULFF,USA,21, -
461,Whiteny PESEK,USA,36, -
462,Emily SEELENFREUND,USA,33, 125
463,Trevor SMITH,USA,22, -
464,Brittany Rae DAVIS,USA,34, -
465,Savannah SHANTON,USA,21, -
466,Tatiana CRENSHAW,USA,22, -
467,Mandi CURTIS,USA,35, -
468,Eliana WALLACK,USA,33, -
469,Carlos QUILES,USA,43, -
470,Jared LENAHAN,USA,35, 175
471,Rebecca LEVENBERG,USA,54, -
472,Carlie COOK,USA,33, -
473,Jake SANCHEZ,USA,36, -
474,Scott BAIRD,USA,38, -
475,Caitlin PEREIRAS,USA,32, -
476,Chelsea COOK,USA,32, -
477,Scott BLACKBURN,USA,39, -
478,Kaitlin HEATHERLY,USA,32, -
479,Benjamin MAYFORTH,USA,30, -
480,Emily STEPHENSON,USA,33, -
481,Keith WARRICK,USA,32, -
482,Ryan JUGUAN,USA,34, -
483,Emmett COOKSON,USA,31, -
484,Steven HINSON,USA,32, 175
485,Jacob SCHARFMAN,USA,24, -
486,Gabriel GALEN,USA,21, -
487,Sam MCQUEEN,USA,23, -
488,Sarah Kate ASHTON,USA,21, -
489,Helen GILLETT,USA,21, -
490,Chole MASSENAT,USA,23, -
491,John BROCK,USA,23, -
492,Nikolas KAROLIDES,USA,24, -
493,O'brien ARIANA,USA,22, -
494,Madisen HAGGARD,USA,21, -
495,Vincent LEE,USA,21, -
496,Vincent SABLICH,USA,22, -
497,Daniel MARTINS,USA,23, -
498,Emma HUNT,USA,21, 173
499,Callie CLOSE,USA,19, 182
500,Norah CHI,USA,19, -
501,Genevieve DENNIS,USA,20, 154
502,Elle MCDONALD,USA,20, -
503,Ellis ERNSBERGER,USA,20, 170
504,Alec GONZALEZ,USA,21, -
505,Lucas ODDI,USA,20, -
506,Tanner BAUER,USA,20, -
507,Chi HARRIS,USA,32, -
508,Oleksii SHULHA,USA,38, -
509,Katherine MALINOWSKI,USA,23, -
510,John MUSE,USA,47, -
511,Benedikt HAAGER,GER,47, -
512,Monika RETSCHY,GER,32, -
513,Christoph HANKE,GER,30, 167
514,Florian WIENTJES,GER,28, -
515,Isabell ADOLPH,GER,26, -
516,Alexander AVERDUNK,GER,26, -
517,Leonie LOCHNER,GER,23, -
518,Romy FUCHS,GER,23, -
519,Elias HEINEMANN,GER,23, -
520,Anna LECHNER,GER,20, 171
521,Silja SCHABERT,GER,20, -
522,Luis FUNK,GER,21, -
523,Moritz UHLMANN,GER,19, -
524,Deok Jung KIM,KOR,-, -
525,Jong-Sik KIM,KOR,-, -
526,Jie-Eun KIM,KOR,-, -
527,Jae-Yong LEE,KOR,52, -
528,Jae-Kyung RYU,KOR,-, -
529,Jung-Jun SON,KOR,58, -
530,Jae Kyung YOU,KOR,-, -
531,Sangwon SON,KOR,41, -
532,Jabee KIM,KOR,37, -
533,Jaha KIM,KOR,39, -
534,Jain KIM,KOR,35, 152
535,In Kyoung KIM,CYP,49, -
536,Pyeongju HWANG,KOR,51, -
537,Gye-Ju CHO,KOR,56, -
538,Hyunbin MIN,KOR,35, 162
539,Jihwan PARK,KOR,35, -
540,Hanwool KIM,KOR,28, -
541,Seungwoon CHO,KOR,28, -
542,Seuran HAN,KOR,32, -
543,Hannarai SONG,KOR,31, -
544,Hongil KIM,KOR,30, -
545,Sungbo SEO,KOR,30, -
546,Sol SA,KOR,30, -
547,Sungjoon CHAE,KOR,30, -
548,Jihyeon JEONG,KOR,47, -
549,Solah KIM,KOR,28, -
550,Seunghyun KIM,KOR,27, -
551,Jongwon CHON,KOR,28, 177
552,Haimi CHO,KOR,28, -
553,Jiwon YANG,KOR,28, -
554,Minseon KIM,KOR,27, -
555,Jiwon BAE,KOR,25, -
556,Minyoung LEE,KOR,24, -
557,Sooho PARK,KOR,52, -
558,Seunghyun KIM,KOR,25, -
559,Donggyu SON,KOR,28, -
560,Shinyeong YUN,KOR,28, 166
561,Hyunjae KIM,KOR,30, -
562,Jungju KIM,KOR,30, -
563,Younghyun KIM,KOR,26, -
564,Seongmin EOM,KOR,23, -
565,Gahee LEE,KOR,24, -
566,Jiyeon JEON,KOR,27, -
567,Joonha SHIN,KOR,25, -
568,Seungbeom LEE,KOR,24, -
569,Lan KIM,KOR,22, -
570,Seohyun KIM,KOR,24, -
571,Sungsu LEE,KOR,25, -
572,Donghyun JANG,KOR,24, -
573,Jeongran KO,KOR,24, -
574,Doyeon PARK,KOR,24, -
575,Yongsu LEE,KOR,25, -
576,Yugwan SHIN,KOR,24, -
577,Seungchan CHOI,KOR,23, -
578,Sanghyun CHO,KOR,21, 175
579,Chaehyun SEO,KOR,20, 163
580,Gayeon CHO,KOR,22, 162
581,Nawoo CHOI,KOR,22, 163
582,Min SON,KOR,24, -
583,Jongseok SON,KOR,33, 178
584,Younggeun LEE,KOR,30, -
585,Saedasom JUNG,KOR,35, -
586,Hanyong LEE,KOR,59, -
587,Sunkyo JIN,KOR,51, -
588,Miyoung JEONG,KOR,50, -
589,Minhyuk SONG,KOR,25, -
590,Hyeongjun KIM,KOR,23, -
591,Minseo CHOI,KOR,22, -
592,Junsek CHOI,KOR,22, -
593,Donghyeon KIM,KOR,25, -
594,Sangmin KIM,KOR,26, -
595,Dongjin SEO,KOR,25, -
596,Ilhan YOO,KOR,25, -
597,Yunjung JU,KOR,24, -
598,Euncheol SHIN,KOR,25, 173
599,Eojin KIM,KOR,22, -
600,Dohyun LEE,KOR,21, 174
601,Donggun PARK,KOR,22, -
602,Dagyeong HAN,KOR,22, -
603,Sunga SON,KOR,22, -
604,Seoyeon PARK,KOR,22, 160
605,Heeyeon PARK,KOR,31, -
606,Yonghyun KIM,KOR,44, -
607,Dongha KIM,KOR,21, -
608,Jisu CHOI,KOR,21, -
609,Yena PI,KOR,22, -
610,Sungjae PARK,KOR,24, -
611,Mini PARK,KOR,24, -
612,Minah JEON,KOR,25, -
613,Youjin CHA,KOR,24, 158
614,Jeheon OH,KOR,24, -
615,Minji KIM,KOR,24, -
616,Daeyoung KIM,KOR,37, -
617,Hunseok BYEON,KOR,23, -
618,Hyejun KIM,KOR,22, -
619,Sunghoon PARK,KOR,20, 165
620,Wonwoo HAN,KOR,21, 178
621,Jongbin CHOI,KOR,25, -
622,Hyewon JOO,KOR,21, -
623,Haram JEON,KOR,20, -
624,Jihwan JU,KOR,23, -
625,Deokyoung KIM,KOR,21, -
626,Jaejun LIM,KOR,20, -
627,Jaehyeon PARK,KOR,22, -
628,Yongjun JUNG,KOR,21, 167
629,Joongsun EO,KOR,42, -
630,Youngho KIM,KOR,37, -
631,Youn A KIM,KOR,34, -
632,Jungwoo KIM,KOR,34, -
633,Sang Su KWON,KOR,44, -
634,Chen-Fo TSENG,TPE,-, -
635,Yen-Yi WU,TPE,50, -
636,Yeu-Shiang CHANG,TPE,35, -
637,Hung Ying LEE,TPE,38, 170
638,Jiun-Jie TZENG,TPE,42, -
639,Hsiu-Ju LIN,TPE,30, 164
640,Yi-Chen LIN,TPE,25, -
641,Yu-Chen LIN,TPE,25, -
642,Wei-Chi HUANG,TPE,50, -
643,Po Lin CHEN,TPE,40, -
644,Chia Hsiang LIN,TPE,25, -
645,Hao Hsuan HUANG,TPE,22, -
646,Ching Huei CHANG,TPE,22, -
647,Chun-Hsiang WANG,TPE,44, -
648,Chin Yu CHO,TPE,49, -
649,Hui Yueh CHEN,TPE,51, -
650,Pascale SCHMIED,TPE,48, -
651,Yuwen LIN,TPE,35, -
652,Ya-Huei CHENG,TPE,52, -
653,Wan Rung CHANG,TPE,48, -
654,Jui-Chi LEE,TPE,52, -
655,Zhe-Xiu ANDAI,TPE,44, -
656,Shannon HUANG,TPE,46, -
657,Chia-Jen CHUANG,TPE,58, -
658,Ting-Chen YAO,TPE,22, -
659,Chung-Kai WANG,TPE,43, -
660,Mu Jun HSIEH,TPE,42, -
661,Hsuan HSU,TPE,37, -
662,Attila STUMPF,HUN,-, -
663,Andras TIBOLDI,HUN,-, -
664,Aron URBANICS,HUN,-, -
665,Csaba KOMONDI,HUN,47, -
666,Csaba KOVACS,HUN,-, -
667,Janos SINGER,HUN,-, -
668,Kornel RAVADITS,HUN,-, -
669,Laszlo STROMMER,HUN,55, -
670,Nóra KIRÁLY,HUN,33, -
671,András KIRÁLY,HUN,29, -
672,Tamás FARKAS,HUN,29, -
673,Noémi MEILINGER,HUN,33, -
674,András SZIJÁRTÓ,HUN,34, -
675,Zoltán KOMJÁTI,HUN,38, -
676,Zoltán ANDROVICS,HUN,26, -
677,Soma STROMMER,HUN,24, -
678,Adrienn TIMBUSZ,HUN,28, -
679,Bálint HARCSA-PINTÉR,HUN,28, -
680,Adél BENUS,HUN,22, -
681,Panka FARKAS,HUN,24, -
682,Dénes STARK,HUN,26, -
683,Tibor VARGA,HUN,38, -
684,Sándor FARKAS,HUN,55, -
685,Melinda VIGH,HUN,42, -
686,Réka SÁNDOR,HUN,22, -
687,András HARCSA-PINTÉR,HUN,22, -
688,Tamás SÜLI,HUN,22, -
689,Ádám BAKURECZ,HUN,23, -
690,Zsombor Koppány TÁBOROSI,HUN,23, -
691,Eszter RIESING,HUN,21, -
692,Zsolt BALOGH,HUN,37, -
693,Balázs BAJUSZ,HUN,35, -
694,Blanka RUBINT,HUN,21, -
695,Roel VAN VELDHUIZEN,HUN,37, -
696,Esther STEFANSKY,HUN,45, -
697,Kristóf TÓTH,HUN,24, -
698,Janka GIRET,HUN,23, -
699,Nimród Sebestyén TUSNÁDY,HUN,20, -
