,Athlete,Athlete_Country,Rank,Event_Name,Discipline,Category
4480, Jean Luc DANIS ,FRA,38,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4481, Mathieu GUILLET ,FRA,39,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4482, Stéphane STAVRIDIS ,FRA,40,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4483, Philippe MERCANTI ,FRA,41,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4484, Gregor SOBZAK ,FRA,41,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4485, Yannick LEGRAND ,FRA,43,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4486, Loic DIDION ,FRA,44,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4487, Stéphan JULIEN ,FRA,45,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4488, Pascal FINCK ,FRA,46,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4489, Luc DAURES ,FRA,47,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4490, Patrice STEVENARD ,FRA,47,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4491, Stéphane DOYE ,FRA,49,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4492, Guy CLAVEL ,FRA,50,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4493, Gilles MAULEON ,FRA,51,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4494, Philippe MAUREL ,FRA,51,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4495, Stéphan QUEFELEC ,FRA,53,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4496, Bruno MESTRE ,FRA,54,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4497, Sylvain EMPEREUR ,FRA,55,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4498, Sylvain MILLET ,FRA,56,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4499, Jean-paul STORTI ,FRA,57,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4500, Matteo GAMBARO ,ITA,58,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4501, Donato LELLA ,ITA,59,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4502, Virgillo PLUMARI ,ITA,60,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4503, Maksym PETRENKO ,UKR,61,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4504, Mathieu GALLOT-LAVALLEE ,FRA,62,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4505, Franci JENSTERLE ,SLO,63,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4506, Christian BARBERA ,FRA,64,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4507, Damien GIRARD ,FRA,64,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4508, Martial NEGRE ,FRA,66,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4509, Gary HIGGINSON ,GBR,67,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4510, Jean-claude FINCK ,FRA,68,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4511, Igor GUSAK ,UKR,68,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4512, Pierre ROVERA ,FRA,68,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4513, Olivier LEBRETON ,FRA,71,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4514, Nicolas MATTHEWS ,RSA,71,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4515, Gianni MUSSA ,ITA,71,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4516, Pascal BATTAULT ,FRA,74,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4517, Denis BOURE ,FRA,74,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4518, Laurent HAAS ,FRA,74,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4519, Greg SAUGET ,FRA,74,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4520, Laurent SEGAUD ,FRA,74,UIAA Bouldering Masters - L'Argentier 1995,lead,Men
4521, Liv SANSOZ ,FRA,1,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4522, Laurence GUYON ,FRA,2,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4523, Robyn ERBESFIELD ,USA,3,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4524, Agnès BRARD ,FRA,4,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4525, Natalie RICHER ,FRA,5,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4526, Martina CUFAR ,SLO,6,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4527, Muriel SARKANY ,BEL,7,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4528, Metka LUKANCIC ,SLO,8,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4529, Elena CHOUMILOVA ,RUS,9,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4530, Isabelle LAFFONT ,FRA,9,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4531, Marie-annick PIAT ,FRA,11,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4532, Cecile AVEZOU ,FRA,12,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4533, Marie GUILLET ,FRA,12,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4534, Margaux HILLY ,FRA,14,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4535, Cecile MAILLARD ,FRA,14,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4536, Hélène ASTIE ,FRA,16,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4537, Claire SARRE ,FRA,17,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4538, Pauline BLAIS ,FRA,18,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4539, Stéphanie BODET ,FRA,19,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4540, Raffaella VALSECCHI ,ITA,20,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4541, Claire MIMET ,FRA,21,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4542, Maja SUSTAR ,SLO,22,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4543, Françoise CRAIN ,FRA,23,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4544, Sophie BOCHER ,FRA,24,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4545, Chloé MINORET ,FRA,25,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4546, Pascalaie LOUVEL ,FRA,26,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4547, Marianne BERGER ,FRA,27,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4548, Muriel VAUDEY ,FRA,28,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4549, Cathernie GASTON ,FRA,29,UIAA Bouldering Masters - L'Argentier 1995,lead,Women
4550, François LOMBARD ,FRA,1,UIAA Masters - Rock Masters Arco 1995,lead,Men
4551, Arnaud PETIT ,FRA,2,UIAA Masters - Rock Masters Arco 1995,lead,Men
4552, François LEGRAND ,FRA,3,UIAA Masters - Rock Masters Arco 1995,lead,Men
4553, Yuji HIRAYAMA ,JPN,4,UIAA Masters - Rock Masters Arco 1995,lead,Men
4554, François PETIT ,FRA,5,UIAA Masters - Rock Masters Arco 1995,lead,Men
4555, Cristian BRENNA ,ITA,6,UIAA Masters - Rock Masters Arco 1995,lead,Men
4556, Stefano ALIPPI ,ITA,7,UIAA Masters - Rock Masters Arco 1995,lead,Men
4557, Elie CHEVIEUX ,SUI,8,UIAA Masters - Rock Masters Arco 1995,lead,Men
4558, Salavat RAKHMETOV ,RUS,9,UIAA Masters - Rock Masters Arco 1995,lead,Men
4559, Luca ZARDINI ,ITA,10,UIAA Masters - Rock Masters Arco 1995,lead,Men
4560, Luca GIUPPONI ,ITA,11,UIAA Masters - Rock Masters Arco 1995,lead,Men
4561, François COFFY ,FRA,12,UIAA Masters - Rock Masters Arco 1995,lead,Men
4562, Christoph BUCHER ,GER,13,UIAA Masters - Rock Masters Arco 1995,lead,Men
4563, Severino SCASSA ,ITA,14,UIAA Masters - Rock Masters Arco 1995,lead,Men
4564, Laurence GUYON ,FRA,1,UIAA Masters - Rock Masters Arco 1995,lead,Women
4565, Liv SANSOZ ,FRA,2,UIAA Masters - Rock Masters Arco 1995,lead,Women
4566, Natalie RICHER ,FRA,3,UIAA Masters - Rock Masters Arco 1995,lead,Women
4567, Muriel SARKANY ,BEL,4,UIAA Masters - Rock Masters Arco 1995,lead,Women
4568, Raffaella VALSECCHI ,ITA,5,UIAA Masters - Rock Masters Arco 1995,lead,Women
4569, Marietta UHDEN ,GER,6,UIAA Masters - Rock Masters Arco 1995,lead,Women
4570, Elena OVTCHINNIKOVA ,USA,7,UIAA Masters - Rock Masters Arco 1995,lead,Women
4571, Luisa IOVANE ,ITA,8,UIAA Masters - Rock Masters Arco 1995,lead,Women
4572, Angela STRIECKS ,GER,9,UIAA Masters - Rock Masters Arco 1995,lead,Women
4573, Marie GUILLET ,FRA,10,UIAA Masters - Rock Masters Arco 1995,lead,Women
4574, Robyn ERBESFIELD ,USA,11,UIAA Masters - Rock Masters Arco 1995,lead,Women
4575, François PETIT ,FRA,1,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4576, Luca ZARDINI ,ITA,2,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4577, Cristian BRENNA ,ITA,3,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4578, Arnaud PETIT ,FRA,4,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4579, Salavat RAKHMETOV ,RUS,5,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4580, François LEGRAND ,FRA,6,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4581, Elie CHEVIEUX ,SUI,7,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4582, Paul DEWILDE ,FRA,8,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4583, Serguei CHEMOULINKINE ,RUS,9,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4584, Alberto GNERRO ,ITA,9,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4585, Aljosa GROM ,SLO,9,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4586, Sylvain MILLET ,FRA,9,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4587, Stefano ALIPPI ,ITA,13,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4588, Pascal GISLER ,SUI,14,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4589, David CAUDE ,FRA,15,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4590, Daniel DU LAC ,FRA,15,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4591, Serik KAZBEKOV ,UKR,15,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4592, Pedro PONS ,ESP,18,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4593, Yevgen KRYVOSHEYTSEV ,UKR,19,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4594, Pavel SAMOILINE ,RUS,20,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4595, Simon FASNACHT WANDELER ,SUI,21,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4596, Christoph FINKEL ,GER,22,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4597, Dmitrii BYCHKOV ,RUS,23,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4598, David CARRETERO PEREZ ,ESP,23,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4599, Kairat RAKHMETOV ,KAZ,23,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4600, Igor GUSAK ,UKR,26,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4601, Neil CARSON ,GBR,27,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4602, David VILLIEN ,FRA,28,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4603, Mathieu DUTRAY ,FRA,29,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4604, Vili GUCEK ,SLO,29,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4605, Daniel ANDRADA JIMENEZ ,ESP,31,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4606, Andrey VEDENMEER ,UKR,31,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4607, Oleg BOULAVKO ,RUS,33,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4608, Barry DURSTON ,GBR,33,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4609, Alexei SHALYGIN ,RUS,33,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4610, Alexei TCHERTOV ,RUS,33,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4611, Andreas BINDHAMMER ,GER,37,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4612, Christian BINDHAMMER ,GER,37,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4613, Serguei NOURMAMATOV ,RUS,37,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4614, Alexandr PAUKAEV ,UKR,37,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4615, Byung Tae KIM ,KOR,41,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4616, Maxim KOZLOV ,RUS,42,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4617, Kyu-bog CHO ,KOR,43,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4618, Hee-jo KIM ,KOR,43,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4619, Pavel DEMIN ,RUS,45,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4620, Ilfir KHAKIMIANOV ,RUS,45,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4621, Christopher CUBITT ,GBR,47,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4622, Tomasz OLEKSY ,POL,47,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4623, Evgeni ZVONNAREV ,KAZ,47,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4624, Serguei CHICHKINE ,KAZ,50,UIAA Worldcup - Ekaterinburg 1996,lead,Men
4625, Liv SANSOZ ,FRA,1,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4626, Laurence GUYON ,FRA,2,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4627, Elena CHOUMILOVA ,RUS,3,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4628, Stéphanie BODET ,FRA,4,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4629, Cecile AVEZOU ,FRA,5,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4630, Marie GUILLET ,FRA,6,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4631, Marietta UHDEN ,GER,7,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4632, Natalie RICHER ,FRA,8,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4633, Zosia PODGORBOUNSKIKH ,RUS,9,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4634, Galina AGAPOVA ,RUS,10,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4635, Martina CUFAR ,SLO,11,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4636, Venera CHERESHNEVA ,RUS,12,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4637, Elena OVTCHINNIKOVA ,USA,13,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4638, Mi-sun GO ,KOR,14,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4639, Mia AXON ,USA,15,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4640, Josune BERECIARTU URRUZOLA ,ESP,16,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4641, Tatiana RUYGA ,RUS,17,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4642, Svetlana SUTKINA ,RUS,17,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4643, Renata PISZCZEK ,POL,19,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4644, Katarina STREMFELJ ,SLO,20,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4645, Irina ROUIGA ,RUS,21,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4646, Chloé MINORET ,FRA,22,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4647, Olga BIBIK ,RUS,23,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4648, Natalia MINAEVA ,RUS,24,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4649, Mayya PIRATINSKAYA ,RUS,24,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4650, Tamara SCHLEMMER ,GER,24,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4651, Karin MAGOG ,GBR,27,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4652, Anne ARRAN ,GBR,28,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4653, Metka LUKANCIC ,SLO,28,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4654, Olena RYEPKO ,UKR,30,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4655, Olga ZAKHAROVA ,UKR,30,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4656, Olena OSTAPENKO ,UKR,32,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4657, Hyun-jung KIM ,KOR,33,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4658, Maria JAROKH ,UKR,34,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4659, Natalia NESTEROVA ,RUS,35,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4660, Galina CHICHKINA ,KAZ,36,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4661, Kyung-soo YANG ,KOR,37,UIAA Worldcup - Ekaterinburg 1996,lead,Women
4662, Arnaud PETIT ,FRA,1,UIAA Worldcup - Kranj 1996,lead,Men
4663, François PETIT ,FRA,2,UIAA Worldcup - Kranj 1996,lead,Men
4664, David CAUDE ,FRA,3,UIAA Worldcup - Kranj 1996,lead,Men
4665, Cristian BRENNA ,ITA,4,UIAA Worldcup - Kranj 1996,lead,Men
4666, François LEGRAND ,FRA,5,UIAA Worldcup - Kranj 1996,lead,Men
4667, Yuji HIRAYAMA ,JPN,6,UIAA Worldcup - Kranj 1996,lead,Men
4668, Luca ZARDINI ,ITA,7,UIAA Worldcup - Kranj 1996,lead,Men
4669, Christian BINDHAMMER ,GER,8,UIAA Worldcup - Kranj 1996,lead,Men
4670, Alberto GNERRO ,ITA,9,UIAA Worldcup - Kranj 1996,lead,Men
4671, Serguei CHEMOULINKINE ,RUS,10,UIAA Worldcup - Kranj 1996,lead,Men
4672, Christian CORE ,ITA,11,UIAA Worldcup - Kranj 1996,lead,Men
4673, Pedro PONS ,ESP,12,UIAA Worldcup - Kranj 1996,lead,Men
4674, Frederic SARKANY ,BEL,12,UIAA Worldcup - Kranj 1996,lead,Men
4675, Jurij GOLOB ,SLO,14,UIAA Worldcup - Kranj 1996,lead,Men
4676, Paul DEWILDE ,FRA,15,UIAA Worldcup - Kranj 1996,lead,Men
4677, Yevgen KRYVOSHEYTSEV ,UKR,15,UIAA Worldcup - Kranj 1996,lead,Men
4678, Elie CHEVIEUX ,SUI,17,UIAA Worldcup - Kranj 1996,lead,Men
4679, Christoph FINKEL ,GER,17,UIAA Worldcup - Kranj 1996,lead,Men
4680, Salavat RAKHMETOV ,RUS,17,UIAA Worldcup - Kranj 1996,lead,Men
4681, David VILLIEN ,FRA,20,UIAA Worldcup - Kranj 1996,lead,Men
4682, Mauro CALIBANI ,ITA,21,UIAA Worldcup - Kranj 1996,lead,Men
4683, Vili GUCEK ,SLO,22,UIAA Worldcup - Kranj 1996,lead,Men
4684, Stefano ALIPPI ,ITA,23,UIAA Worldcup - Kranj 1996,lead,Men
4685, Kairat RAKHMETOV ,KAZ,23,UIAA Worldcup - Kranj 1996,lead,Men
4686, Alexei TCHERTOV ,RUS,23,UIAA Worldcup - Kranj 1996,lead,Men
4687, Franci JENSTERLE ,SLO,26,UIAA Worldcup - Kranj 1996,lead,Men
4688, Timmy FAIRFIELD ,CAN,27,UIAA Worldcup - Kranj 1996,lead,Men
4689, Luca GIUPPONI ,ITA,27,UIAA Worldcup - Kranj 1996,lead,Men
4690, Serguei NOURMAMATOV ,RUS,27,UIAA Worldcup - Kranj 1996,lead,Men
4691, Neil CARSON ,GBR,30,UIAA Worldcup - Kranj 1996,lead,Men
4692, Massimo BRUSEGHINI ,ITA,31,UIAA Worldcup - Kranj 1996,lead,Men
4693, Andrej CHRASTINA ,SVK,31,UIAA Worldcup - Kranj 1996,lead,Men
4694, Simon FASNACHT WANDELER ,SUI,31,UIAA Worldcup - Kranj 1996,lead,Men
4695, Mathieu GALLOT-LAVALLEE ,FRA,31,UIAA Worldcup - Kranj 1996,lead,Men
4696, Sylvain MILLET ,FRA,31,UIAA Worldcup - Kranj 1996,lead,Men
4697, Donato LELLA ,ITA,36,UIAA Worldcup - Kranj 1996,lead,Men
4698, Daniel ANDRADA JIMENEZ ,ESP,37,UIAA Worldcup - Kranj 1996,lead,Men
4699, Milan BENIAN ,CZE,37,UIAA Worldcup - Kranj 1996,lead,Men
4700, Andreas BINDHAMMER ,GER,37,UIAA Worldcup - Kranj 1996,lead,Men
4701, David CARRETERO PEREZ ,ESP,37,UIAA Worldcup - Kranj 1996,lead,Men
4702, Christopher CUBITT ,GBR,41,UIAA Worldcup - Kranj 1996,lead,Men
4703, Daniel DU LAC ,FRA,42,UIAA Worldcup - Kranj 1996,lead,Men
4704, Peter KMOSKO ,SVK,43,UIAA Worldcup - Kranj 1996,lead,Men
4705, Marko LUKIC ,SLO,43,UIAA Worldcup - Kranj 1996,lead,Men
4706, Jan KARES ,CZE,45,UIAA Worldcup - Kranj 1996,lead,Men
4707, Milen VIDENOVSKI ,BUL,45,UIAA Worldcup - Kranj 1996,lead,Men
4708, Igor GUSAK ,UKR,47,UIAA Worldcup - Kranj 1996,lead,Men
4709, Marek HAVLIK ,CZE,47,UIAA Worldcup - Kranj 1996,lead,Men
4710, Michael LEA ,GBR,49,UIAA Worldcup - Kranj 1996,lead,Men
4711, Adam LIANA ,POL,49,UIAA Worldcup - Kranj 1996,lead,Men
4712, Matej SOVA ,SLO,49,UIAA Worldcup - Kranj 1996,lead,Men
4713, Pavel KORAN ,CZE,52,UIAA Worldcup - Kranj 1996,lead,Men
4714, Gyula DOZSA ,HUN,53,UIAA Worldcup - Kranj 1996,lead,Men
4715, Urs SCHÖNENBERGER ,SUI,53,UIAA Worldcup - Kranj 1996,lead,Men
4716, Christoph BUCHER ,GER,55,UIAA Worldcup - Kranj 1996,lead,Men
4717, Aljosa GROM ,SLO,55,UIAA Worldcup - Kranj 1996,lead,Men
4718, Thomas FEUERSTEIN ,AUT,57,UIAA Worldcup - Kranj 1996,lead,Men
4719, Kalin GARBOV ,BUL,57,UIAA Worldcup - Kranj 1996,lead,Men
4720, Christian SIMION ,ROU,59,UIAA Worldcup - Kranj 1996,lead,Men
4721, Sebastian ZASADZKI ,POL,59,UIAA Worldcup - Kranj 1996,lead,Men
4722, Janos NAGY ,HUN,61,UIAA Worldcup - Kranj 1996,lead,Men
4723, Anton PACEK ,SVK,61,UIAA Worldcup - Kranj 1996,lead,Men
4724, Ben RYAN ,NZL,63,UIAA Worldcup - Kranj 1996,lead,Men
4725, Dan SCORTEA ,ROU,63,UIAA Worldcup - Kranj 1996,lead,Men
4726, Ionel ENE ,ROU,65,UIAA Worldcup - Kranj 1996,lead,Men
4727, Laszlo STROMMER ,HUN,65,UIAA Worldcup - Kranj 1996,lead,Men
4728, Takaaki TSUIKI ,JPN,65,UIAA Worldcup - Kranj 1996,lead,Men
4729, Nikolaos THEODOROU ,GRE,68,UIAA Worldcup - Kranj 1996,lead,Men
4730, Aristomenes THANOPOULOS ,GRE,69,UIAA Worldcup - Kranj 1996,lead,Men
4731, Ioannis TSAOUSIS ,GRE,69,UIAA Worldcup - Kranj 1996,lead,Men
4732, Laurence GUYON ,FRA,1,UIAA Worldcup - Kranj 1996,lead,Women
4733, Muriel SARKANY ,BEL,2,UIAA Worldcup - Kranj 1996,lead,Women
4734, Liv SANSOZ ,FRA,3,UIAA Worldcup - Kranj 1996,lead,Women
4735, Natalie RICHER ,FRA,4,UIAA Worldcup - Kranj 1996,lead,Women
4736, Stéphanie BODET ,FRA,5,UIAA Worldcup - Kranj 1996,lead,Women
4737, Martina CUFAR ,SLO,6,UIAA Worldcup - Kranj 1996,lead,Women
4738, Marietta UHDEN ,GER,7,UIAA Worldcup - Kranj 1996,lead,Women
4739, Marie GUILLET ,FRA,8,UIAA Worldcup - Kranj 1996,lead,Women
4740, Cecile AVEZOU ,FRA,9,UIAA Worldcup - Kranj 1996,lead,Women
4741, Metka LUKANCIC ,SLO,10,UIAA Worldcup - Kranj 1996,lead,Women
4742, Luisa IOVANE ,ITA,11,UIAA Worldcup - Kranj 1996,lead,Women
4743, Elena CHOUMILOVA ,RUS,12,UIAA Worldcup - Kranj 1996,lead,Women
4744, Katarina STREMFELJ ,SLO,12,UIAA Worldcup - Kranj 1996,lead,Women
4745, Mia AXON ,USA,14,UIAA Worldcup - Kranj 1996,lead,Women
4746, Mirjam VERBEEK ,NED,15,UIAA Worldcup - Kranj 1996,lead,Women
4747, Iva HARTMANN ,SUI,16,UIAA Worldcup - Kranj 1996,lead,Women
4748, Anne ARRAN ,GBR,17,UIAA Worldcup - Kranj 1996,lead,Women
4749, Bettina SCHÖPF ,AUT,18,UIAA Worldcup - Kranj 1996,lead,Women
4750, Ingela NILSSON ,SWE,19,UIAA Worldcup - Kranj 1996,lead,Women
4751, Kim ANTHONI ,BEL,20,UIAA Worldcup - Kranj 1996,lead,Women
4752, Chloé MINORET ,FRA,21,UIAA Worldcup - Kranj 1996,lead,Women
4753, Silvia PEARSONS ,GBR,22,UIAA Worldcup - Kranj 1996,lead,Women
4754, Catherine VALLET ,FRA,23,UIAA Worldcup - Kranj 1996,lead,Women
4755, Stella MARCHISIO ,ITA,24,UIAA Worldcup - Kranj 1996,lead,Women
4756, Meryl SINGER ,USA,24,UIAA Worldcup - Kranj 1996,lead,Women
4757, Svetlana SUTKINA ,RUS,24,UIAA Worldcup - Kranj 1996,lead,Women
4758, Galina AGAPOVA ,RUS,27,UIAA Worldcup - Kranj 1996,lead,Women
4759, Eva NIESELT ,GER,27,UIAA Worldcup - Kranj 1996,lead,Women
4760, Delphine PIGNEUR ,FRA,27,UIAA Worldcup - Kranj 1996,lead,Women
4761, Romana SAVIC ,SLO,27,UIAA Worldcup - Kranj 1996,lead,Women
4762, Blaza KLEMENCIC ,SLO,31,UIAA Worldcup - Kranj 1996,lead,Women
4763, Renata PISZCZEK ,POL,31,UIAA Worldcup - Kranj 1996,lead,Women
4764, Felicity BUTLER ,GBR,33,UIAA Worldcup - Kranj 1996,lead,Women
4765, Iwona GRONKIEWICZ-MARCISZ ,POL,34,UIAA Worldcup - Kranj 1996,lead,Women
4766, Lucie LOUDOVA ,CZE,34,UIAA Worldcup - Kranj 1996,lead,Women
4767, Karin MAGOG ,GBR,34,UIAA Worldcup - Kranj 1996,lead,Women
4768, Manuela MONSCHEIN ,AUT,34,UIAA Worldcup - Kranj 1996,lead,Women
4769, Jitka KUHNGABEROVA ,CZE,38,UIAA Worldcup - Kranj 1996,lead,Women
4770, Tamara SCHLEMMER ,GER,38,UIAA Worldcup - Kranj 1996,lead,Women
4771, Eva SMEJKALOVA ,CZE,38,UIAA Worldcup - Kranj 1996,lead,Women
4772, Arnaud PETIT ,FRA,1,UIAA Worldcup - Graz 1996,lead,Men
4773, Cristian BRENNA ,ITA,2,UIAA Worldcup - Graz 1996,lead,Men
4774, François PETIT ,FRA,3,UIAA Worldcup - Graz 1996,lead,Men
